Round,Player,Team,Position,MatchId,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
13,Connor Rozee,Port Adelaide,Gen. Defender,20251305,7,11.0,12.8,116,121,1.71,15,92,17,11,28,71.4,685,5,7,6,3,3,4,25,2,7,2,0,4,1,3,0,4,6,17,0
13,Esava Ratugolea,Port Adelaide,Key Defender,20251305,4,10.3,7.38,98,76,0.07,0,95,11,7,18,61.1,176,2,9,7,8,6,12,5,1,7,6,2,0,0,0,0,2,2,4,3
13,Joe Richards,Port Adelaide,Gen. Forward,20251305,0,9.9,7.49,86,83,0.01,0,80,8,7,15,66.7,234,2,5,3,4,2,0,0,1,6,0,1,1,1,0,1,3,5,14,0
13,Aliir Aliir,Port Adelaide,Key Defender,20251305,0,9.7,9.72,75,54,0.01,0,100,12,2,14,78.6,272,0,4,2,3,1,8,0,1,4,1,0,0,0,0,0,1,0,3,0
13,Jase Burgoyne,Port Adelaide,Midfielder,20251305,0,8.7,9.65,80,75,0.01,0,84,12,9,21,57.1,292,2,9,7,6,5,5,0,2,4,1,0,0,0,0,0,0,2,10,0
13,Hugh Jackson,Port Adelaide,Mid-Forward,20251305,0,8.3,6.18,58,62,0.01,0,76,8,6,14,78.6,260,2,2,2,2,2,2,5,0,4,0,0,1,1,0,0,2,2,9,0
13,Willie Rioli,Port Adelaide,Gen. Forward,20251305,0,8.1,8.7,53,42,0.0,0,79,4,2,6,66.7,91,1,3,3,3,3,2,0,0,3,0,0,3,2,1,0,4,1,14,0
13,Ryan Burton,Port Adelaide,Gen. Defender,20251305,0,7.7,8.37,64,58,0.01,0,72,12,4,16,75.0,431,1,3,3,3,3,3,0,0,4,1,0,1,0,1,0,3,1,6,0
13,Travis Boak,Port Adelaide,Mid-Forward,20251305,0,7.5,8.23,84,87,0.05,0,67,11,11,22,77.3,332,6,7,5,4,3,4,10,3,4,1,0,0,0,0,0,1,5,11,0
13,Ollie Wines,Port Adelaide,Midfielder,20251305,0,7.0,9.55,102,92,0.18,0,60,10,13,23,60.9,369,2,11,7,5,4,4,50,2,8,0,0,2,1,0,0,3,3,13,1
13,Jackson Mead,Port Adelaide,Midfielder,20251305,0,6.6,8.49,27,22,0.0,0,70,5,3,8,62.5,126,2,4,4,2,2,2,0,2,0,0,0,0,0,0,0,1,1,14,0
13,Mitch Georgiades,Port Adelaide,Key Forward,20251305,0,4.9,7.05,52,44,0.0,0,97,5,3,8,50.0,97,1,5,2,5,2,5,0,0,5,3,1,2,1,0,0,4,1,9,0
13,Brandon Zerk-Thatcher,Port Adelaide,Key Defender,20251305,0,4.7,8.15,47,38,0.0,0,88,5,6,11,54.5,134,0,4,4,2,2,3,0,1,2,0,0,0,0,0,0,0,2,4,0
13,Dante Visentini,Port Adelaide,Ruck,20251305,0,4.7,9.44,74,70,0.02,0,84,6,6,12,58.3,84,1,8,4,0,0,1,90,6,3,0,0,1,0,1,0,6,3,13,30
13,Jeremy Finlayson,Port Adelaide,Key Forward,20251305,0,4.4,7.42,54,51,0.0,0,71,6,4,10,50.0,196,4,5,3,5,3,0,0,0,6,0,2,2,0,0,1,2,3,11,4
13,Christian Moraes,Port Adelaide,Midfielder,20251305,0,2.5,2.54,19,12,0.0,0,15,1,0,1,100.0,41,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0
13,Darcy Byrne-Jones,Port Adelaide,Gen. Forward,20251305,0,1.1,8.21,45,37,0.0,0,77,7,2,9,55.6,186,1,2,2,1,1,1,0,1,3,0,0,2,0,2,1,5,1,9,0
13,Sam Powell-Pepper,Port Adelaide,Gen. Forward,20251305,0,0.2,7.7,31,35,0.0,0,88,3,6,9,77.8,88,1,3,3,2,2,1,0,1,3,0,0,0,0,0,0,1,2,16,0
13,Josh Sinn,Port Adelaide,Gen. Defender,20251305,0,-0.5,6.07,30,34,0.0,0,70,7,1,8,37.5,213,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,8,0
14,Esava Ratugolea,Port Adelaide,Key Defender,20251406,8,17.0,7.55,116,95,0.4,0,96,10,8,18,88.9,197,0,7,1,7,1,12,0,0,13,8,4,0,0,0,0,1,3,7,0
14,Miles Bergman,Port Adelaide,Gen. Defender,20251406,0,16.3,9.41,117,102,0.07,0,86,17,5,22,81.8,577,6,9,7,6,5,7,61,2,7,1,0,2,1,0,2,6,4,15,0
14,Darcy Byrne-Jones,Port Adelaide,Gen. Forward,20251406,0,15.1,7.91,76,63,0.01,0,79,7,6,13,69.2,199,2,5,5,3,3,3,0,1,3,1,0,2,2,0,0,3,2,12,0
14,Jase Burgoyne,Port Adelaide,Midfielder,20251406,0,14.8,9.55,97,92,0.03,0,95,12,9,21,81.0,342,3,6,4,4,3,4,0,2,9,0,1,1,1,0,1,6,1,10,0
14,Ryan Burton,Port Adelaide,Gen. Defender,20251406,0,13.8,8.85,84,94,0.04,0,78,19,7,26,76.9,452,2,7,6,7,6,8,0,0,7,1,0,2,0,0,0,4,2,10,0
14,Sam Powell-Pepper,Port Adelaide,Gen. Forward,20251406,0,13.7,7.28,83,82,0.01,0,88,10,7,17,82.4,395,6,3,1,3,1,0,0,0,6,0,1,1,1,0,2,7,4,14,0
