Round,Player,Team,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,Position
10,Murphy Reid,Fremantle,15.0,8.0,7.0,0.53,0.47,1.0,1.0,3.0,Gen. Forward
10,Neil Erasmus,Fremantle,19.0,10.0,9.0,0.53,0.47,4.0,0.0,2.0,Midfielder
10,Patrick Voss,Fremantle,11.0,6.0,5.0,0.55,0.45,1.0,1.0,5.0,Key Forward
10,Sam Switkowski,Fremantle,16.0,7.0,9.0,0.44,0.56,3.0,0.0,5.0,Gen. Forward
10,Shai Bolton,Fremantle,24.0,16.0,8.0,0.67,0.33,8.0,3.0,3.0,Mid-Forward
11,Alex Pearce,Fremantle,12.0,7.0,5.0,0.58,0.42,7.0,1.0,1.0,Key Defender
11,Andrew Brayshaw,Fremantle,21.0,8.0,13.0,0.38,0.62,3.0,0.0,8.0,Midfielder
11,Bailey Banfield,Fremantle,17.0,16.0,1.0,0.94,0.06,8.0,0.0,3.0,Gen. Defender
11,Brennan Cox,Fremantle,13.0,6.0,7.0,0.46,0.54,3.0,0.0,1.0,Key Defender
11,Caleb Serong,Fremantle,29.0,16.0,13.0,0.55,0.45,3.0,0.0,4.0,Midfielder
11,Cooper Simpson,Fremantle,,,,,,,,,Gen. Defender
11,Corey Wagner,Fremantle,18.0,14.0,4.0,0.78,0.22,6.0,0.0,4.0,Midfielder
11,Heath Chapman,Fremantle,21.0,15.0,6.0,0.71,0.29,9.0,0.0,2.0,Gen. Defender
11,Isaiah Dudley,Fremantle,12.0,9.0,3.0,0.75,0.25,5.0,2.0,2.0,Gen. Forward
11,Jeremy Sharp,Fremantle,11.0,4.0,7.0,0.36,0.64,1.0,0.0,3.0,Midfielder
11,Jordan Clark,Fremantle,20.0,13.0,7.0,0.65,0.35,6.0,0.0,1.0,Gen. Defender
11,Josh Treacy,Fremantle,12.0,6.0,6.0,0.5,0.5,4.0,0.0,0.0,Key Forward
11,Jye Amiss,Fremantle,9.0,5.0,4.0,0.56,0.44,3.0,1.0,3.0,Key Forward
11,Karl Worner,Fremantle,18.0,10.0,8.0,0.56,0.44,4.0,0.0,4.0,Gen. Defender
11,Luke Jackson,Fremantle,21.0,10.0,11.0,0.48,0.52,1.0,1.0,2.0,Ruck
11,Luke Ryan,Fremantle,22.0,19.0,3.0,0.86,0.14,7.0,0.0,0.0,Gen. Defender
11,Matthew Johnson,Fremantle,21.0,16.0,5.0,0.76,0.24,6.0,1.0,4.0,Midfielder
11,Michael Frederick,Fremantle,10.0,6.0,4.0,0.6,0.4,1.0,1.0,6.0,Gen. Forward
11,Murphy Reid,Fremantle,18.0,9.0,9.0,0.5,0.5,3.0,4.0,4.0,Gen. Forward
11,Neil Erasmus,Fremantle,17.0,11.0,6.0,0.65,0.35,3.0,0.0,1.0,Midfielder
11,Patrick Voss,Fremantle,13.0,8.0,5.0,0.62,0.38,6.0,1.0,1.0,Key Forward
11,Sam Switkowski,Fremantle,11.0,5.0,6.0,0.45,0.55,2.0,2.0,4.0,Gen. Forward
11,Shai Bolton,Fremantle,18.0,6.0,12.0,0.33,0.67,1.0,1.0,4.0,Mid-Forward
12,Andrew Brayshaw,Fremantle,30.0,13.0,17.0,0.43,0.57,3.0,1.0,7.0,Midfielder
12,Bailey Banfield,Fremantle,13.0,6.0,7.0,0.46,0.54,3.0,0.0,0.0,Gen. Defender
12,Brennan Cox,Fremantle,10.0,3.0,7.0,0.3,0.7,1.0,0.0,1.0,Key Defender
12,Caleb Serong,Fremantle,27.0,18.0,9.0,0.67,0.33,2.0,0.0,8.0,Midfielder
