Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
19,Tim Taranto,Richmond,Midfielder,30.0,15.0,15.0,0.5,0.5,5.0,3.0,4.0,4.38,4.57,-0.19,2.0
19,Toby Nankervis,Richmond,Ruck,17.0,11.0,6.0,0.65,0.35,4.0,1.0,6.0,1.14,3.14,-2.0,1.86
19,Tom Brown,Richmond,Gen. Defender,14.0,12.0,2.0,0.86,0.14,4.0,0.0,1.0,0.0,1.78,-1.78,-0.52
19,Tylar Young,Richmond,Key Defender,14.0,12.0,2.0,0.86,0.14,8.0,0.0,0.0,0.0,0.86,-0.86,1.29
19,Tyler Sonsie,Richmond,Mid-Forward,21.0,13.0,8.0,0.62,0.38,4.0,1.0,2.0,5.75,4.69,1.06,0.19
20,Ben Miller,Richmond,Key Defender,13.0,10.0,3.0,0.77,0.23,6.0,0.0,1.0,0.56,0.83,-0.26,-0.09
20,Dion Prestia,Richmond,Midfielder,23.0,11.0,12.0,0.48,0.52,1.0,0.0,0.0,0.0,1.08,-1.08,-2.33
20,Jack Ross,Richmond,Mid-Forward,24.0,10.0,14.0,0.42,0.58,3.0,0.0,4.0,4.87,1.83,3.04,-1.26
20,Jacob Hopper,Richmond,Midfielder,33.0,11.0,22.0,0.33,0.67,6.0,0.0,3.0,6.61,-0.17,6.78,2.74
20,James Trezise,Richmond,Midfielder,12.0,4.0,8.0,0.33,0.67,2.0,1.0,3.0,-0.94,-1.69,0.75,-0.56
20,Jasper Alger,Richmond,Gen. Forward,,,,,,,,,,,,
20,Jayden Short,Richmond,Gen. Defender,25.0,18.0,7.0,0.72,0.28,9.0,0.0,1.0,3.8,1.2,2.6,2.0
20,Jonty Faull,Richmond,Key Forward,8.0,5.0,3.0,0.62,0.38,2.0,1.0,1.0,0.75,0.12,0.62,-0.75
20,Kamdyn McIntosh,Richmond,Midfielder,15.0,4.0,11.0,0.27,0.73,3.0,0.0,1.0,0.52,-4.04,4.57,-0.61
20,Luke Trainor,Richmond,Gen. Defender,19.0,9.0,10.0,0.47,0.53,5.0,0.0,0.0,5.05,-0.33,5.38,1.05
20,Maurice Rioli,Richmond,Gen. Forward,8.0,3.0,5.0,0.38,0.62,2.0,0.0,2.0,-0.46,-2.54,2.08,-0.08
20,Nathan Broad,Richmond,Gen. Defender,15.0,9.0,6.0,0.6,0.4,5.0,0.0,0.0,0.96,-0.59,1.54,-0.86
20,Nick Vlastuin,Richmond,Gen. Defender,25.0,20.0,5.0,0.8,0.2,7.0,0.0,3.0,5.86,5.96,-0.09,0.91
20,Noah Balta,Richmond,Key Defender,14.0,13.0,1.0,0.93,0.07,9.0,1.0,0.0,2.15,4.23,-2.08,4.38
20,Rhyan Mansell,Richmond,Gen. Forward,12.0,8.0,4.0,0.67,0.33,5.0,0.0,3.0,0.75,0.25,0.5,1.65
20,Sam Banks,Richmond,Gen. Defender,19.0,11.0,8.0,0.58,0.42,4.0,0.0,3.0,-2.09,-2.86,0.77,-0.64
20,Steely Green,Richmond,Gen. Forward,11.0,5.0,6.0,0.45,0.55,1.0,2.0,3.0,3.63,0.58,3.05,-0.74
20,Taj Hotton,Richmond,Gen. Forward,11.0,5.0,6.0,0.45,0.55,1.0,2.0,2.0,-1.71,0.57,-2.29,-2.14
20,Thomas Sims,Richmond,Key Forward,8.0,4.0,4.0,0.5,0.5,3.0,1.0,4.0,1.18,0.18,1.0,0.82
20,Toby Nankervis,Richmond,Ruck,18.0,9.0,9.0,0.5,0.5,1.0,0.0,1.0,2.14,1.14,1.0,-1.14
20,Tom Brown,Richmond,Gen. Defender,13.0,10.0,3.0,0.77,0.23,3.0,0.0,1.0,-1.0,-0.22,-0.78,-1.52
20,Tylar Young,Richmond,Key Defender,8.0,6.0,2.0,0.75,0.25,4.0,0.0,0.0,-6.0,-5.14,-0.86,-2.71
20,Tyler Sonsie,Richmond,Mid-Forward,28.0,12.0,16.0,0.43,0.57,10.0,0.0,3.0,12.75,3.69,9.06,6.19
21,Ben Miller,Richmond,Key Defender,13.0,8.0,5.0,0.62,0.38,6.0,0.0,0.0,0.56,-1.17,1.74,-0.09
21,Dion Prestia,Richmond,Midfielder,23.0,9.0,14.0,0.39,0.61,4.0,0.0,6.0,0.0,-0.92,0.92,0.67
21,Harry Armstrong,Richmond,Key Forward,4.0,2.0,2.0,0.5,0.5,2.0,1.0,0.0,-2.62,-1.62,-1.0,-0.88
21,Jack Ross,Richmond,Mid-Forward,23.0,6.0,17.0,0.26,0.74,2.0,0.0,3.0,3.87,-2.17,6.04,-2.26
21,Jacob Hopper,Richmond,Midfielder,25.0,10.0,15.0,0.4,0.6,5.0,0.0,2.0,-1.39,-1.17,-0.22,1.74
21,James Trezise,Richmond,Midfielder,19.0,7.0,12.0,0.37,0.63,4.0,0.0,3.0,6.06,1.31,4.75,1.44
21,Jayden Short,Richmond,Gen. Defender,23.0,14.0,9.0,0.61,0.39,5.0,0.0,0.0,1.8,-2.8,4.6,-2.0
21,Jonty Faull,Richmond,Key Forward,,,,,,,,,,,,
21,Kamdyn McIntosh,Richmond,Midfielder,14.0,8.0,6.0,0.57,0.43,8.0,0.0,0.0,-0.48,-0.04,-0.43,4.39
21,Luke Trainor,Richmond,Gen. Defender,14.0,10.0,4.0,0.71,0.29,1.0,0.0,3.0,0.05,0.67,-0.62,-2.95
21,Maurice Rioli,Richmond,Gen. Forward,7.0,5.0,2.0,0.71,0.29,1.0,0.0,2.0,-1.46,-0.54,-0.92,-1.08
21,Nick Vlastuin,Richmond,Gen. Defender,20.0,14.0,6.0,0.7,0.3,8.0,0.0,4.0,0.86,-0.04,0.91,1.91
21,Noah Balta,Richmond,Key Defender,8.0,5.0,3.0,0.62,0.38,4.0,0.0,0.0,-3.85,-3.77,-0.08,-0.62
21,Rhyan Mansell,Richmond,Gen. Forward,11.0,7.0,4.0,0.64,0.36,5.0,1.0,2.0,-0.25,-0.75,0.5,1.65
21,Sam Banks,Richmond,Gen. Defender,26.0,21.0,5.0,0.81,0.19,5.0,0.0,3.0,4.91,7.14,-2.23,0.36
21,Seth Campbell,Richmond,Gen. Forward,11.0,8.0,3.0,0.73,0.27,4.0,0.0,0.0,-1.91,0.82,-2.73,1.46
21,Steely Green,Richmond,Gen. Forward,4.0,1.0,3.0,0.25,0.75,1.0,0.0,2.0,-3.37,-3.42,0.05,-0.74
21,Taj Hotton,Richmond,Gen. Forward,14.0,3.0,11.0,0.21,0.79,5.0,0.0,2.0,1.29,-1.43,2.71,1.86
21,Thomas Sims,Richmond,Key Forward,3.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,-3.82,-0.82,-3.0,0.82
21,Toby Nankervis,Richmond,Ruck,11.0,6.0,5.0,0.55,0.45,2.0,0.0,6.0,-4.86,-1.86,-3.0,-0.14
21,Tom Brown,Richmond,Gen. Defender,14.0,5.0,9.0,0.36,0.64,3.0,0.0,1.0,0.0,-5.22,5.22,-1.52
21,Tylar Young,Richmond,Key Defender,11.0,9.0,2.0,0.82,0.18,5.0,0.0,2.0,-3.0,-2.14,-0.86,-1.71
21,Tyler Sonsie,Richmond,Mid-Forward,13.0,7.0,6.0,0.54,0.46,3.0,0.0,1.0,-2.25,-1.31,-0.94,-0.81
22,Ben Miller,Richmond,Key Defender,15.0,15.0,0.0,1.0,0.0,8.0,0.0,0.0,2.56,5.83,-3.26,1.91
22,Dion Prestia,Richmond,Midfielder,18.0,7.0,11.0,0.39,0.61,3.0,0.0,4.0,-5.0,-2.92,-2.08,-0.33
22,Harry Armstrong,Richmond,Key Forward,8.0,5.0,3.0,0.62,0.38,2.0,1.0,0.0,1.38,1.38,0.0,-0.88
22,Jack Ross,Richmond,Mid-Forward,26.0,14.0,12.0,0.54,0.46,6.0,0.0,2.0,6.87,5.83,1.04,1.74
22,Jacob Hopper,Richmond,Midfielder,20.0,7.0,13.0,0.35,0.65,1.0,0.0,1.0,-6.39,-4.17,-2.22,-2.26
22,James Trezise,Richmond,Midfielder,10.0,3.0,7.0,0.3,0.7,1.0,0.0,2.0,-2.94,-2.69,-0.25,-1.56
22,Jayden Short,Richmond,Gen. Defender,19.0,17.0,2.0,0.89,0.11,11.0,0.0,0.0,-2.2,0.2,-2.4,4.0
22,Kamdyn McIntosh,Richmond,Midfielder,14.0,10.0,4.0,0.71,0.29,4.0,1.0,2.0,-0.48,1.96,-2.43,0.39
22,Maurice Rioli,Richmond,Gen. Forward,9.0,5.0,4.0,0.56,0.44,2.0,0.0,5.0,0.54,-0.54,1.08,-0.08
22,Nathan Broad,Richmond,Gen. Defender,15.0,12.0,3.0,0.8,0.2,7.0,0.0,1.0,0.96,2.41,-1.46,1.14
22,Nick Vlastuin,Richmond,Gen. Defender,19.0,15.0,4.0,0.79,0.21,8.0,0.0,2.0,-0.14,0.96,-1.09,1.91
22,Noah Balta,Richmond,Key Defender,12.0,9.0,3.0,0.75,0.25,5.0,1.0,1.0,0.15,0.23,-0.08,0.38
22,Rhyan Mansell,Richmond,Gen. Forward,17.0,7.0,10.0,0.41,0.59,5.0,2.0,7.0,5.75,-0.75,6.5,1.65
22,Sam Banks,Richmond,Gen. Defender,19.0,15.0,4.0,0.79,0.21,7.0,0.0,2.0,-2.09,1.14,-3.23,2.36
22,Seth Campbell,Richmond,Gen. Forward,9.0,4.0,5.0,0.44,0.56,1.0,0.0,1.0,-3.91,-3.18,-0.73,-1.54
22,Steely Green,Richmond,Gen. Forward,,,,,,,,,,,,
22,Taj Hotton,Richmond,Gen. Forward,10.0,2.0,8.0,0.2,0.8,3.0,0.0,2.0,-2.71,-2.43,-0.29,-0.14
22,Tim Taranto,Richmond,Midfielder,23.0,10.0,13.0,0.43,0.57,4.0,1.0,1.0,-2.62,-0.43,-2.19,1.0
22,Toby Nankervis,Richmond,Ruck,15.0,8.0,7.0,0.53,0.47,1.0,0.0,3.0,-0.86,0.14,-1.0,-1.14
22,Tom Brown,Richmond,Gen. Defender,5.0,5.0,0.0,1.0,0.0,5.0,0.0,2.0,-9.0,-5.22,-3.78,0.48
22,Tom Lynch,Richmond,Key Forward,12.0,8.0,4.0,0.67,0.33,3.0,1.0,3.0,2.0,0.62,1.38,-1.19
22,Tylar Young,Richmond,Key Defender,17.0,15.0,2.0,0.88,0.12,9.0,0.0,0.0,3.0,3.86,-0.86,2.29
22,Tyler Sonsie,Richmond,Mid-Forward,20.0,11.0,9.0,0.55,0.45,4.0,0.0,0.0,4.75,2.69,2.06,0.19
23,Ben Miller,Richmond,Key Defender,13.0,12.0,1.0,0.92,0.08,5.0,0.0,4.0,0.56,2.83,-2.26,-1.09
23,Dion Prestia,Richmond,Midfielder,14.0,7.0,7.0,0.5,0.5,0.0,0.0,4.0,-9.0,-2.92,-6.08,-3.33
23,Harry Armstrong,Richmond,Key Forward,3.0,1.0,2.0,0.33,0.67,1.0,0.0,0.0,-3.62,-2.62,-1.0,-1.88
23,Jack Ross,Richmond,Mid-Forward,19.0,8.0,11.0,0.42,0.58,1.0,0.0,5.0,-0.13,-0.17,0.04,-3.26
23,Jacob Hopper,Richmond,Midfielder,27.0,9.0,18.0,0.33,0.67,1.0,0.0,5.0,0.61,-2.17,2.78,-2.26
23,James Trezise,Richmond,Midfielder,18.0,7.0,11.0,0.39,0.61,2.0,1.0,3.0,5.06,1.31,3.75,-0.56
23,Jayden Short,Richmond,Gen. Defender,14.0,9.0,5.0,0.64,0.36,6.0,0.0,2.0,-7.2,-7.8,0.6,-1.0
23,Kamdyn McIntosh,Richmond,Midfielder,17.0,8.0,9.0,0.47,0.53,5.0,1.0,1.0,2.52,-0.04,2.57,1.39
23,Maurice Rioli,Richmond,Gen. Forward,11.0,6.0,5.0,0.55,0.45,1.0,1.0,7.0,2.54,0.46,2.08,-1.08
23,Nathan Broad,Richmond,Gen. Defender,8.0,7.0,1.0,0.88,0.12,5.0,0.0,7.0,-6.04,-2.59,-3.46,-0.86
23,Nick Vlastuin,Richmond,Gen. Defender,,,,,,,,,,,,
23,Noah Balta,Richmond,Key Defender,7.0,5.0,2.0,0.71,0.29,3.0,2.0,3.0,-4.85,-3.77,-1.08,-1.62
23,Rhyan Mansell,Richmond,Gen. Forward,12.0,9.0,3.0,0.75,0.25,3.0,1.0,3.0,0.75,1.25,-0.5,-0.35
23,Sam Banks,Richmond,Gen. Defender,14.0,10.0,4.0,0.71,0.29,2.0,0.0,3.0,-7.09,-3.86,-3.23,-2.64
23,Seth Campbell,Richmond,Gen. Forward,10.0,7.0,3.0,0.7,0.3,2.0,3.0,1.0,-2.91,-0.18,-2.73,-0.54
23,Steely Green,Richmond,Gen. Forward,,,,,,,,,,,,
23,Taj Hotton,Richmond,Gen. Forward,16.0,4.0,12.0,0.25,0.75,2.0,0.0,4.0,3.29,-0.43,3.71,-1.14
23,Tim Taranto,Richmond,Midfielder,19.0,8.0,11.0,0.42,0.58,1.0,0.0,8.0,-6.62,-2.43,-4.19,-2.0
23,Toby Nankervis,Richmond,Ruck,21.0,9.0,12.0,0.43,0.57,4.0,0.0,2.0,5.14,1.14,4.0,1.86
23,Tom Brown,Richmond,Gen. Defender,12.0,9.0,3.0,0.75,0.25,1.0,0.0,1.0,-2.0,-1.22,-0.78,-3.52
