Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
6,Jack Darling,North Melbourne,Key Forward,6.0,4.0,2.0,0.67,0.33,0.0,0.0,3.0,-3.77,-2.32,-1.46,-3.36
6,Jacob Konstanty,North Melbourne,Gen. Forward,4.0,1.0,3.0,0.25,0.75,0.0,1.0,3.0,-5.13,-3.96,-1.17,-1.65
6,Jy Simpkin,North Melbourne,Mid-Forward,20.0,9.0,11.0,0.45,0.55,3.0,0.0,6.0,-2.14,-3.81,1.67,-1.05
6,Luke Davies-Uniacke,North Melbourne,Midfielder,25.0,11.0,14.0,0.44,0.56,1.0,0.0,3.0,0.27,-0.68,0.96,-2.73
6,Luke McDonald,North Melbourne,Gen. Defender,13.0,10.0,3.0,0.77,0.23,4.0,0.0,2.0,-2.47,0.73,-3.2,-0.47
6,Luke Parker,North Melbourne,Midfielder,23.0,12.0,11.0,0.52,0.48,1.0,2.0,1.0,-0.32,0.54,-0.86,-2.54
6,Nick Larkey,North Melbourne,Key Forward,7.0,4.0,3.0,0.57,0.43,2.0,1.0,2.0,-2.71,-2.35,-0.35,-2.59
6,Paul Curtis,North Melbourne,Gen. Forward,12.0,11.0,1.0,0.92,0.08,5.0,3.0,2.0,0.26,3.11,-2.84,1.05
6,Tom Powell,North Melbourne,Midfielder,19.0,5.0,14.0,0.26,0.74,3.0,1.0,5.0,-4.0,-5.48,1.48,-0.83
6,Tristan Xerri,North Melbourne,Ruck,14.0,2.0,12.0,0.14,0.86,1.0,0.0,11.0,-3.25,-4.15,0.9,-0.65
6,Zac Fisher,North Melbourne,Gen. Forward,,,,,,,,,,,,
6,Zane Duursma,North Melbourne,Gen. Forward,,,,,,,,,,,,
7,Caleb Daniel,North Melbourne,Gen. Defender,22.0,17.0,5.0,0.77,0.23,2.0,0.0,2.0,-3.61,0.65,-4.26,-1.83
7,Cameron Zurhaar,North Melbourne,Gen. Forward,11.0,8.0,3.0,0.73,0.27,4.0,2.0,3.0,0.46,0.36,0.09,0.14
7,Charlie Comben,North Melbourne,Key Defender,7.0,2.0,5.0,0.29,0.71,0.0,0.0,0.0,-5.25,-5.5,0.25,-5.5
7,Colby McKercher,North Melbourne,Gen. Defender,19.0,11.0,8.0,0.58,0.42,1.0,1.0,1.0,-4.13,-3.87,-0.26,-2.39
7,Darcy Tucker,North Melbourne,Gen. Defender,0.0,0.0,0.0,,,0.0,0.0,3.0,-13.29,-7.29,-6.0,-3.71
7,Dylan Stephens,North Melbourne,Midfielder,15.0,7.0,8.0,0.47,0.53,3.0,0.0,2.0,-2.5,-2.36,-0.14,-1.68
7,Finn O'Sullivan,North Melbourne,Gen. Defender,12.0,4.0,8.0,0.33,0.67,2.0,0.0,2.0,-2.32,-4.18,1.86,-2.0
7,George Wardlaw,North Melbourne,Midfielder,20.0,11.0,9.0,0.55,0.45,1.0,1.0,6.0,4.46,1.15,3.31,-0.62
7,Harry Sheezel,North Melbourne,Mid-Forward,30.0,20.0,10.0,0.67,0.33,4.0,0.0,1.0,0.7,5.17,-4.48,-1.78
7,Jack Darling,North Melbourne,Key Forward,9.0,5.0,4.0,0.56,0.44,3.0,1.0,3.0,-0.77,-1.32,0.54,-0.36
7,Jackson Archer,North Melbourne,Gen. Defender,12.0,5.0,7.0,0.42,0.58,0.0,0.0,2.0,4.0,0.67,3.33,-1.0
7,Jacob Konstanty,North Melbourne,Gen. Forward,6.0,4.0,2.0,0.67,0.33,1.0,0.0,2.0,-3.13,-0.96,-2.17,-0.65
7,Jy Simpkin,North Melbourne,Mid-Forward,19.0,11.0,8.0,0.58,0.42,1.0,0.0,1.0,-3.14,-1.81,-1.33,-3.05
7,Kallan Dawson,North Melbourne,Key Defender,7.0,5.0,2.0,0.71,0.29,2.0,0.0,0.0,-0.67,1.33,-2.0,-1.33
7,Luke Davies-Uniacke,North Melbourne,Midfielder,25.0,8.0,17.0,0.32,0.68,2.0,1.0,4.0,0.27,-3.68,3.96,-1.73
7,Luke McDonald,North Melbourne,Gen. Defender,13.0,8.0,5.0,0.62,0.38,0.0,0.0,3.0,-2.47,-1.27,-1.2,-4.47
7,Luke Parker,North Melbourne,Midfielder,27.0,13.0,14.0,0.48,0.52,4.0,1.0,4.0,3.68,1.54,2.14,0.46
7,Nick Larkey,North Melbourne,Key Forward,12.0,7.0,5.0,0.58,0.42,7.0,1.0,1.0,2.29,0.65,1.65,2.41
7,Paul Curtis,North Melbourne,Gen. Forward,16.0,12.0,4.0,0.75,0.25,3.0,3.0,5.0,4.26,4.11,0.16,-0.95
7,Riley Hardeman,North Melbourne,Gen. Defender,12.0,9.0,3.0,0.75,0.25,1.0,0.0,2.0,-1.0,0.35,-1.35,-2.29
7,Tom Powell,North Melbourne,Midfielder,19.0,11.0,8.0,0.58,0.42,3.0,1.0,3.0,-4.0,0.52,-4.52,-0.83
