Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
23,Xavier O'Halloran,Greater Western Sydney,Midfielder,13.0,6.0,7.0,0.46,0.54,3.0,1.0,4.0,-2.0,-2.65,0.65,0.7
24,Aaron Cadman,Greater Western Sydney,Key Forward,6.0,3.0,3.0,0.5,0.5,3.0,0.0,0.0,-3.75,-4.21,0.46,-1.71
24,Callum Brown,Greater Western Sydney,Gen. Forward,11.0,7.0,4.0,0.64,0.36,3.0,1.0,2.0,-0.46,-0.41,-0.04,-0.64
24,Connor Idun,Greater Western Sydney,Gen. Defender,14.0,4.0,10.0,0.29,0.71,2.0,0.0,1.0,-4.21,-5.96,1.75,-4.75
24,Darcy Jones,Greater Western Sydney,Gen. Forward,18.0,6.0,12.0,0.33,0.67,2.0,2.0,3.0,3.91,-1.3,5.22,0.0
24,Finn Callaghan,Greater Western Sydney,Midfielder,26.0,10.0,16.0,0.38,0.62,2.0,0.0,7.0,-2.38,-4.9,2.52,-1.71
24,Harry Himmelberg,Greater Western Sydney,Gen. Defender,21.0,12.0,9.0,0.57,0.43,12.0,1.0,0.0,2.54,0.29,2.25,4.92
24,Harry Rowston,Greater Western Sydney,Midfielder,12.0,12.0,0.0,1.0,0.0,4.0,1.0,8.0,0.6,3.8,-3.2,1.0
24,Harvey Thomas,Greater Western Sydney,Gen. Forward,13.0,6.0,7.0,0.46,0.54,6.0,1.0,2.0,1.39,-0.33,1.72,3.0
24,Jacob Wehr,Greater Western Sydney,Midfielder,,,,,,,,,,,,
24,Jake Riccardi,Greater Western Sydney,Key Forward,8.0,3.0,5.0,0.38,0.62,2.0,0.0,4.0,-4.55,-4.6,0.05,-2.25
24,Joe Fonti,Greater Western Sydney,Gen. Defender,15.0,10.0,5.0,0.67,0.33,8.0,0.0,1.0,3.29,3.65,-0.35,4.29
24,Kieren Briggs,Greater Western Sydney,Ruck,17.0,6.0,11.0,0.35,0.65,3.0,0.0,3.0,5.9,0.2,5.7,1.05
24,Lachie Ash,Greater Western Sydney,Gen. Defender,32.0,22.0,10.0,0.69,0.31,5.0,0.0,2.0,4.12,3.54,0.58,-1.21
24,Lachie Whitfield,Greater Western Sydney,Gen. Defender,31.0,23.0,8.0,0.74,0.26,7.0,0.0,6.0,2.35,3.87,-1.52,-0.09
24,Leek Aleer,Greater Western Sydney,Key Defender,12.0,4.0,8.0,0.33,0.67,4.0,0.0,2.0,2.54,-0.54,3.08,0.31
24,Max Gruzewski,Greater Western Sydney,Key Forward,9.0,8.0,1.0,0.89,0.11,6.0,3.0,1.0,2.71,4.14,-1.43,3.29
24,Ryan Angwin,Greater Western Sydney,Midfielder,16.0,8.0,8.0,0.5,0.5,1.0,0.0,4.0,-0.6,-0.3,-0.3,-2.6
24,Sam Taylor,Greater Western Sydney,Key Defender,7.0,4.0,3.0,0.57,0.43,3.0,0.0,2.0,-7.0,-3.75,-3.25,-3.45
24,Stephen Coniglio,Greater Western Sydney,Midfielder,,,,,,,,,,,,
24,Toby Bedford,Greater Western Sydney,Mid-Forward,11.0,8.0,3.0,0.73,0.27,3.0,1.0,1.0,0.0,2.57,-2.57,0.91
24,Toby Greene,Greater Western Sydney,Gen. Forward,17.0,13.0,4.0,0.76,0.24,5.0,4.0,2.0,0.55,1.46,-0.91,0.41
24,Tom Green,Greater Western Sydney,Midfielder,33.0,12.0,21.0,0.36,0.64,1.0,1.0,2.0,3.26,-1.3,4.57,-2.0
24,Xavier O'Halloran,Greater Western Sydney,Midfielder,15.0,4.0,11.0,0.27,0.73,1.0,0.0,7.0,0.0,-4.65,4.65,-1.3
