Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
15,Patrick Voss,Fremantle,Key Forward,13.0,6.0,7.0,0.46,0.54,2.0,1.0,3.0,3.3,-0.3,3.6,-1.25
15,Shai Bolton,Fremantle,Mid-Forward,15.0,7.0,8.0,0.47,0.53,0.0,2.0,1.0,-2.91,-2.83,-0.09,-2.83
16,Andrew Brayshaw,Fremantle,Midfielder,25.0,15.0,10.0,0.6,0.4,4.0,0.0,6.0,-1.96,2.83,-4.79,1.08
16,Bailey Banfield,Fremantle,Gen. Defender,12.0,8.0,4.0,0.67,0.33,3.0,0.0,2.0,-1.24,-0.19,-1.05,-0.19
16,Brennan Cox,Fremantle,Key Defender,12.0,9.0,3.0,0.75,0.25,7.0,0.0,2.0,1.46,2.42,-0.96,2.25
16,Caleb Serong,Fremantle,Midfielder,18.0,9.0,9.0,0.5,0.5,2.0,0.0,3.0,-9.38,-4.79,-4.58,0.29
16,Corey Wagner,Fremantle,Midfielder,9.0,5.0,4.0,0.56,0.44,2.0,0.0,7.0,-5.59,-4.47,-1.12,-0.65
16,Heath Chapman,Fremantle,Gen. Defender,9.0,7.0,2.0,0.78,0.22,2.0,0.0,1.0,-3.83,-1.3,-2.52,-2.35
16,Isaiah Dudley,Fremantle,Gen. Forward,5.0,4.0,1.0,0.8,0.2,0.0,1.0,2.0,-2.06,-0.62,-1.44,-2.06
16,Jordan Clark,Fremantle,Gen. Defender,31.0,19.0,12.0,0.61,0.39,10.0,1.0,2.0,6.88,3.12,3.75,5.25
16,Josh Treacy,Fremantle,Key Forward,8.0,7.0,1.0,0.88,0.12,4.0,3.0,2.0,-3.5,-0.75,-2.75,-1.0
16,Jye Amiss,Fremantle,Key Forward,4.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,-3.12,-0.71,-2.42,-1.42
16,Karl Worner,Fremantle,Gen. Defender,12.0,9.0,3.0,0.75,0.25,3.0,0.0,1.0,-1.74,1.22,-2.96,-1.09
16,Luke Jackson,Fremantle,Ruck,15.0,6.0,9.0,0.4,0.6,4.0,2.0,8.0,-2.76,-1.29,-1.48,0.57
16,Luke Ryan,Fremantle,Gen. Defender,18.0,14.0,4.0,0.78,0.22,7.0,0.0,2.0,-2.75,-2.0,-0.75,0.92
16,Matthew Johnson,Fremantle,Midfielder,18.0,7.0,11.0,0.39,0.61,5.0,0.0,2.0,-0.78,-1.89,1.11,0.89
16,Michael Frederick,Fremantle,Gen. Forward,14.0,6.0,8.0,0.43,0.57,3.0,0.0,1.0,2.67,-1.38,4.04,-0.38
16,Murphy Reid,Fremantle,Gen. Forward,15.0,9.0,6.0,0.6,0.4,2.0,1.0,1.0,0.54,1.17,-0.62,-0.04
16,Nat Fyfe,Fremantle,Midfielder,,,,,,,,,,,,
16,Nathan O'Driscoll,Fremantle,Midfielder,17.0,13.0,4.0,0.76,0.24,4.0,1.0,3.0,1.14,4.29,-3.14,1.0
16,Neil Erasmus,Fremantle,Midfielder,17.0,10.0,7.0,0.59,0.41,6.0,0.0,6.0,1.06,2.44,-1.38,3.31
16,Oscar McDonald,Fremantle,Key Defender,13.0,9.0,4.0,0.69,0.31,6.0,0.0,0.0,3.57,2.0,1.57,1.43
16,Patrick Voss,Fremantle,Key Forward,8.0,3.0,5.0,0.38,0.62,2.0,0.0,1.0,-1.7,-3.3,1.6,-1.25
16,Sean Darcy,Fremantle,Ruck,17.0,10.0,7.0,0.59,0.41,4.0,1.0,0.0,7.18,5.12,2.06,2.53
16,Shai Bolton,Fremantle,Mid-Forward,15.0,10.0,5.0,0.67,0.33,4.0,1.0,3.0,-2.91,0.17,-3.09,1.17
17,Alex Pearce,Fremantle,Key Defender,8.0,3.0,5.0,0.38,0.62,3.0,0.0,2.0,-3.06,-3.31,0.25,-1.94
17,Andrew Brayshaw,Fremantle,Midfielder,24.0,11.0,13.0,0.46,0.54,4.0,0.0,3.0,-2.96,-1.17,-1.79,1.08
17,Bailey Banfield,Fremantle,Gen. Defender,15.0,11.0,4.0,0.73,0.27,5.0,0.0,5.0,1.76,2.81,-1.05,1.81
17,Brennan Cox,Fremantle,Key Defender,6.0,3.0,3.0,0.5,0.5,2.0,0.0,0.0,-4.54,-3.58,-0.96,-2.75
17,Caleb Serong,Fremantle,Midfielder,11.0,6.0,5.0,0.55,0.45,0.0,1.0,3.0,-16.38,-7.79,-8.58,-1.71
17,Corey Wagner,Fremantle,Midfielder,22.0,17.0,5.0,0.77,0.23,5.0,1.0,6.0,7.41,7.53,-0.12,2.35
17,Heath Chapman,Fremantle,Gen. Defender,13.0,8.0,5.0,0.62,0.38,6.0,0.0,3.0,0.17,-0.3,0.48,1.65
17,Isaiah Dudley,Fremantle,Gen. Forward,10.0,4.0,6.0,0.4,0.6,3.0,1.0,1.0,2.94,-0.62,3.56,0.94
17,Jaeger O'Meara,Fremantle,Midfielder,,,,,,,,,,,,
17,Jordan Clark,Fremantle,Gen. Defender,13.0,8.0,5.0,0.62,0.38,2.0,0.0,3.0,-11.12,-7.88,-3.25,-2.75
17,Josh Treacy,Fremantle,Key Forward,11.0,4.0,7.0,0.36,0.64,4.0,2.0,0.0,-0.5,-3.75,3.25,-1.0
17,Jye Amiss,Fremantle,Key Forward,7.0,6.0,1.0,0.86,0.14,5.0,1.0,1.0,-0.12,1.29,-1.42,1.58
17,Karl Worner,Fremantle,Gen. Defender,16.0,8.0,8.0,0.5,0.5,5.0,0.0,2.0,2.26,0.22,2.04,0.91
17,Luke Jackson,Fremantle,Ruck,13.0,7.0,6.0,0.54,0.46,6.0,2.0,5.0,-4.76,-0.29,-4.48,2.57
17,Luke Ryan,Fremantle,Gen. Defender,21.0,14.0,7.0,0.67,0.33,7.0,0.0,2.0,0.25,-2.0,2.25,0.92
17,Matthew Johnson,Fremantle,Midfielder,20.0,10.0,10.0,0.5,0.5,3.0,0.0,1.0,1.22,1.11,0.11,-1.11
17,Michael Frederick,Fremantle,Gen. Forward,14.0,13.0,1.0,0.93,0.07,5.0,1.0,3.0,2.67,5.62,-2.96,1.62
17,Murphy Reid,Fremantle,Gen. Forward,15.0,10.0,5.0,0.67,0.33,3.0,1.0,0.0,0.54,2.17,-1.62,0.96
17,Nathan O'Driscoll,Fremantle,Midfielder,26.0,8.0,18.0,0.31,0.69,4.0,0.0,3.0,10.14,-0.71,10.86,1.0
17,Neil Erasmus,Fremantle,Midfielder,,,,,,,,,,,,
17,Patrick Voss,Fremantle,Key Forward,,,,,,,,,,,,
17,Sean Darcy,Fremantle,Ruck,10.0,5.0,5.0,0.5,0.5,1.0,0.0,1.0,0.18,0.12,0.06,-0.47
