MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20251001,Noah Anderson,Gold Coast,10,30.3,15.43,152,116,2.8,83,88,16,19,35,82.9,865,10,16,8,3,2,3,86,12,1,0,0,1,1,0,3,7,5,14,0
20251001,Karl Amon,Hawthorn,2,23,9.81,105,92,0.09,0,85,20,10,30,80,884,4,7,7,5,5,6,0,3,2,0,0,1,1,0,0,6,0,8,0
20251001,Bailey Humphrey,Gold Coast,0,21.2,11.21,97,80,0.01,0,83,8,11,19,63.2,463,4,11,9,7,7,4,74,2,0,0,0,1,1,0,0,7,7,28,0
20251001,Jai Newcombe,Hawthorn,3,19.4,14.59,121,123,0.7,4,83,15,14,29,69,433,2,10,7,4,3,2,80,4,5,0,0,1,1,0,0,7,8,24,0
20251001,Matt Rowell,Gold Coast,4,19.3,14.75,124,99,0.97,6,86,11,18,29,82.8,378,5,14,10,4,3,2,91,9,0,0,0,0,0,0,1,8,9,30,0
20251001,Blake Hardwick,Hawthorn,0,17.2,8.98,87,58,0,0,83,4,7,11,90.9,174,2,7,6,7,6,2,0,0,3,0,1,3,3,0,0,3,2,10,0
20251001,Sam Collins,Gold Coast,3,16.8,11.25,91,74,0.03,0,95,12,3,15,80,193,1,5,3,5,3,11,0,0,10,6,1,0,0,0,0,5,2,7,0
20251001,Jarrod Witts,Gold Coast,0,16.7,13.34,112,89,0.01,0,76,3,12,15,60,28,2,12,7,3,3,3,80,6,2,1,0,0,0,0,0,6,3,10,41
20251001,Harry Morrison,Hawthorn,0,16,8.34,91,85,0.01,0,83,12,5,17,64.7,356,3,8,5,6,3,3,0,2,4,1,2,1,1,0,1,3,5,19,0
20251001,Nick Watson,Hawthorn,0,15.8,9.41,68,72,0.01,0,80,9,3,12,66.7,252,3,6,4,6,4,2,0,0,4,0,1,4,3,0,0,5,4,10,0
20251001,Touk Miller,Gold Coast,1,15.3,14.18,99,92,0.16,0,76,11,11,22,81.8,404,4,9,5,1,1,0,46,8,2,0,0,2,2,0,0,6,7,26,0
20251001,Mabior Chol,Hawthorn,0,14.8,7.35,70,75,0.01,0,80,6,4,10,70,223,2,6,4,6,4,1,11,0,6,0,2,3,3,0,0,4,3,16,1
20251001,Wil Powell,Gold Coast,0,12.9,9.52,90,71,0.01,0,90,10,8,18,94.4,572,2,9,7,8,6,8,0,0,6,1,1,0,0,0,0,2,2,6,0
