MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20252401,Mitch Georgiades,Port Adelaide,6,20.4,6.65,133,93,1.01,2,94,9,6,15,86.7,284,4,5,1,4,1,2,0,1,6,1,2,5,4,1,1,8,2,15,0
20252401,Zak Butters,Port Adelaide,10,17.2,15.65,191,152,2.7,72,72,19,16,35,74.3,564,2,14,8,6,3,8,77,5,8,2,0,1,0,1,0,6,8,10,0
20252401,Lachie Weller,Gold Coast,0,15.1,8.34,67,44,0,0,89,6,11,17,76.5,307,4,9,8,6,6,3,0,2,1,0,0,0,0,0,1,3,1,9,0
20252401,Willem Drew,Port Adelaide,0,13.8,10.72,92,67,0.01,0,80,12,9,21,66.7,258,2,13,7,6,6,4,64,4,3,0,0,1,0,0,0,5,1,16,0
20252401,Lachie Jones,Port Adelaide,0,13.7,7.69,91,64,0,0,76,9,8,17,64.7,320,3,10,5,8,4,9,0,1,5,3,1,0,0,0,0,2,1,6,0
20252401,Darcy Byrne-Jones,Port Adelaide,1,12.8,7.63,117,67,0,0,80,10,8,18,83.3,347,4,7,5,7,5,9,0,0,5,1,0,0,0,0,1,5,1,8,0
20252401,Jarrod Witts,Gold Coast,0,12.4,13.04,120,88,0,0,91,2,8,10,70,13,0,6,3,4,2,1,95,1,1,0,1,1,0,0,1,6,5,9,42
20252401,Sam Collins,Gold Coast,0,11.7,10.61,76,44,0,0,100,7,4,11,81.8,171,0,6,3,6,3,9,0,0,4,3,1,0,0,0,0,3,1,6,0
20252401,Touk Miller,Gold Coast,2,10.9,14.92,109,90,0.02,0,82,10,10,20,60,435,8,8,5,3,3,2,59,3,3,0,0,2,0,2,2,8,7,19,0
20252401,John Noble,Gold Coast,2,10.4,8.65,120,87,0.02,0,85,21,6,27,88.9,643,1,5,4,5,4,7,0,0,2,0,0,0,0,0,0,6,2,9,0
20252401,Connor Rozee,Port Adelaide,8,10,11.24,124,142,2.11,26,81,26,8,34,58.8,634,5,7,5,1,1,2,82,6,5,0,0,3,1,0,0,6,7,19,0
20252401,Noah Anderson,Gold Coast,0,9.8,16.18,80,48,0.01,0,90,9,12,21,66.7,380,6,11,6,5,5,4,82,5,0,0,0,0,0,0,1,4,1,21,0
20252401,Ben King,Gold Coast,0,9.1,7.72,75,53,0,0,89,5,0,5,60,122,0,3,0,3,0,1,0,0,2,0,2,5,3,1,0,5,3,5,0
20252401,Brayden Fiorini,Gold Coast,0,8.6,10.19,128,117,0.01,0,85,14,13,27,70.4,308,5,7,7,5,5,8,0,3,7,2,0,1,0,0,0,6,7,20,0
20252401,Jordon Sweet,Port Adelaide,0,8.6,10.3,94,67,0,0,87,3,6,9,88.9,130,1,4,3,3,2,1,86,2,2,0,0,0,0,0,1,5,3,14,33
20252401,Ben Long,Gold Coast,0,8.5,7.68,72,81,0.01,0,83,10,3,13,61.5,232,2,5,2,4,2,2,0,1,3,0,0,6,3,1,0,8,6,17,0
20252401,Brandon Zerk-Thatcher,Port Adelaide,0,8.3,7.14,68,51,0,0,100,11,3,14,85.7,212,0,5,2,4,1,6,0,1,5,3,0,0,0,0,0,2,0,4,0
20252401,Wil Powell,Gold Coast,0,8.1,8.95,104,76,0,0,82,13,8,21,76.2,615,4,7,5,7,5,8,0,0,5,1,0,0,0,0,0,4,3,18,0
20252401,Ewan Mackinlay,Port Adelaide,0,7.4,5.38,80,75,0,0,73,12,3,15,73.3,360,3,3,2,1,0,1,0,2,4,1,0,2,1,1,1,5,4,17,0
20252401,Alex Davies,Gold Coast,0,7.1,9.69,52,49,0,0,63,8,7,15,40,219,1,8,5,1,1,2,77,7,0,0,0,1,0,1,0,3,4,18,0
20252401,Willie Rioli,Port Adelaide,0,7.1,7.26,53,41,0,0,80,6,5,11,72.7,147,3,3,2,3,2,2,0,0,1,0,0,1,0,1,1,3,2,9,0
