MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20250601,Nick Daicos,Collingwood,10,19.6,14.94,172,131,3,100,84,21,17,38,76.3,645,6,10,5,3,3,2,62,8,6,0,0,1,1,0,2,12,3,9,0
20250601,Jeremy Howe,Collingwood,0,14.8,8.46,93,60,0.01,0,96,13,3,16,100,365,0,3,1,3,1,4,0,0,7,1,1,0,0,0,0,3,0,4,0
20250601,Lachie Neale,Brisbane,0,12.4,14.73,113,79,0.06,0,89,10,15,25,72,211,4,11,10,3,2,2,85,4,5,0,1,0,0,0,0,4,1,18,0
20250601,Beau McCreery,Collingwood,1,12.1,8.24,48,40,0.01,0,86,5,6,11,100,285,6,1,1,1,1,1,0,0,3,0,0,1,1,0,2,8,1,21,0
20250601,Bobby Hill,Collingwood,0,11.6,8.55,62,37,0.01,0,81,5,3,8,62.5,172,1,5,4,4,4,0,0,0,1,0,0,3,2,0,0,4,1,8,0
20250601,Brody Mihocek,Collingwood,0,11.6,6.61,76,64,0.02,0,83,8,2,10,70,331,6,2,1,2,1,1,0,0,6,0,1,3,2,0,0,4,3,11,0
20250601,Josh Daicos,Collingwood,8,11.4,9.35,119,95,1.33,0,85,17,13,30,90,599,3,4,4,3,3,4,0,1,5,0,0,1,1,0,0,6,0,6,0
20250601,Jack Crisp,Collingwood,0,11.2,12.15,67,62,0.05,0,85,12,8,20,65,414,4,6,5,5,5,7,8,1,4,1,0,1,0,0,2,7,0,15,0
20250601,Harris Andrews,Brisbane,0,11.1,10.37,95,69,0,0,96,12,2,14,92.9,235,1,4,1,4,1,4,0,0,10,3,3,0,0,0,0,3,2,6,0
20250601,Noah Answerth,Brisbane,1,11,7.32,109,65,0,0,90,13,0,13,100,222,1,2,1,2,1,2,0,0,7,0,0,0,0,0,1,3,1,10,0
20250601,Scott Pendlebury,Collingwood,0,10.4,10.45,88,74,0.15,0,72,11,10,21,81,247,5,8,3,1,0,0,65,5,2,0,0,0,0,0,2,7,4,14,0
20250601,Jaspa Fletcher,Brisbane,0,10.3,7.78,91,70,0,0,77,11,7,18,77.8,377,1,7,7,7,7,6,0,0,6,0,0,0,0,0,1,3,2,8,0
20250601,Hugh McCluggage,Brisbane,0,10.2,13.84,80,62,0.01,0,86,9,11,20,75,212,2,7,6,4,4,2,73,2,4,0,0,0,0,0,0,4,1,24,0
20250601,Darcy Wilmot,Brisbane,0,9.7,10.23,85,61,0,0,77,13,2,15,86.7,282,0,4,2,4,2,5,0,0,7,3,0,0,0,0,0,4,0,10,0
20250601,Darcy Cameron,Collingwood,0,9.6,12.75,90,77,0.03,0,76,9,5,14,71.4,195,2,7,2,3,2,5,62,3,2,2,0,0,0,0,1,4,1,7,29
20250601,Ned Long,Collingwood,0,9.5,10.15,96,81,0.19,0,82,6,15,21,66.7,203,3,7,3,1,0,1,65,5,2,0,0,1,1,0,0,5,6,22,0
20250601,Oscar McInerney,Brisbane,0,9.2,12.15,88,73,0.01,0,82,10,3,13,53.8,257,3,7,3,1,0,2,77,5,4,1,0,3,2,0,0,6,0,8,17
20250601,Cam Rayner,Brisbane,0,8.9,10.49,70,51,0,0,81,7,2,9,77.8,145,1,4,0,4,0,0,12,0,3,0,2,4,2,2,0,4,0,7,0
20250601,Patrick Lipinski,Collingwood,0,8.9,9.52,80,67,0.03,0,84,8,10,18,88.9,89,2,7,5,3,2,1,0,4,7,0,0,0,0,0,0,4,1,8,0
20250601,Steele Sidebottom,Collingwood,5,8.7,9.96,94,95,0.83,0,78,17,9,26,69.2,487,7,8,7,4,4,3,42,2,7,0,0,0,0,0,0,4,1,14,0
20250601,Brayden Maynard,Collingwood,0,8.4,9.07,76,61,0.01,0,84,11,4,15,86.7,239,0,5,1,3,0,3,0,1,5,1,0,0,0,0,0,3,1,7,0
20250601,Isaac Quaynor,Collingwood,2,8.3,6.53,58,40,0.01,0,82,5,5,10,90,122,1,4,3,4,3,5,0,0,3,1,0,0,0,0,1,3,2,11,0
20250601,Josh Dunkley,Brisbane,0,8,13.03,83,97,0.02,0,81,14,7,21,66.7,258,2,4,3,1,0,0,77,4,8,0,1,0,0,0,0,5,4,17,0
20250601,Daniel McStay,Collingwood,0,7.9,7,91,55,0.03,0,79,5,3,8,75,84,0,5,1,5,1,0,0,0,3,0,2,4,3,1,1,6,1,4,0
20250601,Will Hoskin-Elliott,Collingwood,0,6.9,7.3,80,60,0.01,0,71,6,3,9,66.7,152,0,2,2,2,2,1,0,0,7,0,0,2,1,1,0,3,2,11,0
20250601,Jamie Elliott,Collingwood,3,6.9,7.63,81,75,0.09,0,84,8,5,13,69.2,200,1,4,2,4,2,0,0,0,7,0,1,5,2,3,0,9,1,11,0
20250601,Dayne Zorko,Brisbane,0,6.4,11.69,70,76,0.01,0,83,19,1,20,75,495,3,3,2,3,2,4,0,0,6,1,0,1,0,0,0,7,1,9,0
20250601,Ryan Lester,Brisbane,0,6.4,8.55,74,62,0,0,84,9,4,13,92.3,221,0,1,1,1,1,1,0,0,7,1,0,0,0,0,0,1,1,7,0
20250601,Levi Ashcroft,Brisbane,0,6.2,6.56,89,63,0,0,71,10,9,19,84.2,127,2,4,3,2,2,0,0,2,5,0,0,1,0,0,1,7,0,5,0
20250601,James Tunstill,Brisbane,0,6,7.67,88,59,0,0,58,9,6,15,93.3,255,1,3,1,1,1,2,0,1,3,0,0,0,0,0,0,5,3,13,0
20250601,Jarrod Berry,Brisbane,0,6,8.59,83,79,0.01,0,80,11,7,18,66.7,233,1,6,3,1,0,1,8,3,5,1,1,1,0,1,0,6,5,20,0
20250601,Jack Payne,Brisbane,0,4.8,7.86,62,46,0,0,93,10,2,12,100,150,0,2,1,2,1,7,0,0,5,3,1,0,0,0,0,3,0,1,0
20250601,Mason Cox,Collingwood,0,4.8,7.59,59,38,0,0,77,4,4,8,62.5,75,0,6,0,4,0,0,38,2,2,0,1,2,0,2,0,5,1,10,8
20250601,Darcy Moore,Collingwood,0,4.7,11.9,31,16,0,0,75,1,3,4,75,35,0,1,1,1,1,3,0,0,2,2,0,0,0,0,0,0,1,2,0
20250601,Logan Morris,Brisbane,0,4.5,6.98,56,36,0,0,77,5,5,10,80,106,3,4,2,4,2,0,0,0,3,0,1,1,0,1,0,4,0,7,0
20250601,Jordan De Goey,Collingwood,0,4.3,11.15,40,55,0.03,0,75,9,3,12,66.7,219,2,1,0,1,0,0,35,1,1,0,0,3,2,1,0,8,1,5,0
20250601,Charlie Cameron,Brisbane,0,4,7.62,47,52,0,0,84,9,1,10,50,217,3,4,3,3,2,1,0,0,7,0,1,2,0,1,1,3,1,11,0
20250601,Eric Hipwood,Brisbane,0,4,6.25,71,68,0,0,87,10,3,13,61.5,319,3,5,3,5,3,1,0,0,5,0,0,4,2,1,0,6,2,5,0
20250601,Sam Marshall,Brisbane,0,3.7,2.41,12,23,0,0,22,5,1,6,50,138,1,2,2,1,1,1,0,1,2,0,0,0,0,0,0,1,0,2,0
20250601,Sam Day,Brisbane,0,3.3,5.51,67,62,0,0,72,10,4,14,78.6,129,2,5,1,4,1,0,23,0,8,0,1,1,1,0,0,3,0,4,1
20250601,Edward Allan,Collingwood,0,2.6,3.86,11,17,0,0,13,3,4,7,71.4,56,0,2,2,0,0,0,15,2,0,0,0,0,0,0,0,1,0,2,0
20250601,Billy Frampton,Collingwood,0,2.3,7.53,23,17,0,0,91,4,1,5,100,118,1,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,5,0
20250601,Harry Perryman,Collingwood,0,2.2,8.85,32,33,0,0,78,7,2,9,77.8,221,1,2,1,2,1,2,8,1,2,0,0,0,0,0,0,2,2,11,0
20250601,Will Ashcroft,Brisbane,0,2,12.59,43,41,0,0,75,5,8,13,69.2,79,1,4,3,1,1,0,46,2,1,0,0,0,0,0,0,4,2,17,0
20250601,Zac Bailey,Brisbane,0,1,10.79,29,34,0,0,89,7,3,10,70,262,2,4,4,2,2,2,0,2,2,0,0,1,0,1,2,7,2,10,0
20250601,Callum Ah Chee,Brisbane,0,0.7,8.59,29,25,0,0,66,2,4,6,66.7,29,0,2,2,2,2,2,0,0,3,1,0,2,0,2,0,4,0,8,0
20250602,George Hewett,Carlton,10,26.4,13.24,171,123,2.69,74,86,13,21,34,82.4,417,6,21,13,5,3,2,82,12,1,0,0,1,1,0,2,8,9,15,0
20250602,Jesse Motlop,Carlton,2,20.4,8.48,91,95,0.09,0,80,10,3,13,69.2,223,3,6,2,4,1,2,13,1,1,0,1,4,3,0,1,6,9,29,0
20250602,Tristan Xerri,North Melbourne,0,20.1,14.74,144,116,0,0,84,2,12,14,71.4,66,0,13,3,2,1,1,87,3,1,0,0,0,0,0,0,6,11,14,43
20250602,Sam Walsh,Carlton,0,17.8,12.9,107,85,0.06,0,79,8,14,22,68.2,286,5,12,11,6,5,4,47,3,3,0,1,0,0,0,1,4,6,24,0
20250602,Adam Cerra,Carlton,7,17.1,12.66,110,109,1.42,15,78,16,12,28,64.3,555,8,12,8,4,3,1,71,5,4,0,0,2,1,1,0,9,4,17,0
20250602,Matthew Cottrell,Carlton,0,16.5,8.81,89,75,0.01,0,89,15,5,20,75,421,5,7,6,5,4,5,0,3,4,0,0,0,0,0,1,6,2,6,0
20250602,Paul Curtis,North Melbourne,0,16.3,9.23,88,80,0,0,69,11,1,12,58.3,364,4,7,3,6,2,0,0,1,5,0,1,5,3,1,1,7,2,7,0
20250602,Tom De Koning,Carlton,4,16.2,14.51,100,62,0.07,0,78,7,4,11,63.6,195,4,9,3,1,0,1,79,5,1,1,1,3,1,0,0,7,2,9,24
20250602,Will White,Carlton,0,16.1,4.95,79,72,0.03,0,74,10,2,12,75,199,2,5,3,4,2,0,0,0,1,0,0,4,3,1,1,8,5,18,0
20250602,Zac Williams,Carlton,2,15.5,9.29,77,79,0.43,3,82,10,4,14,57.1,234,1,6,5,3,3,0,8,3,1,0,0,6,4,1,0,5,4,12,0
20250602,Lewis Young,Carlton,0,15.4,7.53,90,78,0.01,0,90,9,8,17,76.5,247,2,10,6,9,5,3,21,1,3,0,1,1,1,0,1,5,3,15,8
20250602,Harry Sheezel,North Melbourne,0,14.3,12.9,86,91,0.02,0,83,9,23,32,78.1,264,3,11,7,5,4,3,45,6,0,0,0,0,0,0,1,6,6,19,0
20250602,Luke Parker,North Melbourne,0,13.2,9.14,78,77,0.01,0,81,12,11,23,56.5,370,5,12,8,3,3,1,58,6,1,0,0,3,2,0,0,7,1,13,0
20250602,George Wardlaw,North Melbourne,0,12.3,11.77,75,60,0.01,0,54,12,9,21,61.9,381,3,13,8,7,6,3,50,5,1,0,0,1,1,0,0,5,1,13,0
20250602,Charlie Curnow,Carlton,5,11.8,9.22,105,90,0.8,6,73,11,4,15,66.7,231,1,8,5,8,5,2,0,0,5,0,2,7,4,3,1,11,2,9,0
20250602,Luke Davies-Uniacke,North Melbourne,0,11.1,13.74,72,71,0.02,0,83,11,14,25,68,254,1,9,7,3,3,4,84,4,1,1,0,0,0,0,1,3,3,16,0
20250602,Mitch McGovern,Carlton,0,11,9.32,84,89,0.01,0,81,12,6,18,72.2,323,2,6,5,6,5,7,0,0,8,1,0,0,0,0,0,2,4,8,0
20250602,Corey Durdin,Carlton,0,10.7,7.2,98,84,0.01,0,82,8,3,11,72.7,150,0,6,2,5,2,1,0,1,6,0,1,4,2,2,0,5,5,13,0
20250602,Jack Silvagni,Carlton,0,10.3,10.56,93,86,0.03,0,96,15,3,18,72.2,427,3,4,1,3,1,7,0,1,7,4,1,0,0,0,0,4,3,6,0
20250602,Aidan Corr,North Melbourne,0,9.9,8.38,83,70,0,0,90,12,6,18,88.9,394,0,5,4,4,3,4,0,0,7,1,0,0,0,0,0,2,1,9,0
20250602,Jacob Weitering,Carlton,0,9.8,11.18,74,57,0.02,0,74,12,1,13,84.6,333,2,3,2,3,2,7,0,0,7,4,1,0,0,0,0,2,1,1,0
20250602,Griffin Logue,North Melbourne,0,9.8,7.69,50,21,0,0,81,3,6,9,88.9,54,2,6,6,5,5,5,0,1,1,0,0,0,0,0,0,1,0,9,0
20250602,Nick Haynes,Carlton,0,9.7,7.34,70,69,0.01,0,89,9,3,12,91.7,197,0,4,1,3,1,4,0,1,7,1,0,0,0,0,0,2,3,13,0
20250602,Patrick Cripps,Carlton,0,8.9,15.64,82,82,0.14,1,80,7,10,17,58.8,106,3,7,4,2,2,1,66,5,1,0,0,1,1,0,0,6,9,15,0
20250602,Matthew Carroll,Carlton,0,8.1,4.85,64,52,0.01,0,77,11,3,14,85.7,310,3,3,3,2,2,2,0,1,3,0,0,0,0,0,2,5,1,4,0
