MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20252301,Nick Daicos,Collingwood,6,22.1,15.11,133,106,2.12,41,91,18,11,29,65.5,559,8,14,12,4,4,2,90,8,2,0,0,3,1,2,0,6,6,27,0
20252301,Darcy Cameron,Collingwood,10,19.8,13.01,142,125,2.09,40,83,13,11,24,66.7,285,5,15,6,7,3,7,80,7,5,5,3,1,1,0,0,4,2,2,30
20252301,Reilly O'Brien,Adelaide,0,15.9,10.73,104,73,0,0,80,2,4,6,66.7,54,0,8,3,3,1,4,85,2,2,2,1,0,0,0,1,2,4,12,46
20252301,Scott Pendlebury,Collingwood,2,14.2,11.08,93,93,0.19,2,74,15,9,24,58.3,488,9,10,5,2,2,2,70,8,4,0,0,0,0,0,0,3,5,17,0
20252301,Dan Houston,Collingwood,0,12.9,9.78,78,78,0.01,0,83,11,7,18,72.2,339,6,7,4,2,2,4,0,3,5,2,0,1,1,0,0,2,4,8,0
20252301,Jack Crisp,Collingwood,0,12.5,12.61,144,121,0.04,0,83,10,13,23,65.2,214,3,11,7,5,3,3,15,6,3,1,0,1,1,0,0,4,13,22,0
20252301,Izak Rankine,Adelaide,0,12.4,13.49,86,78,0.02,0,94,13,5,18,55.6,338,4,10,5,4,4,2,10,4,4,0,0,2,1,0,0,3,3,18,0
20252301,James Peatling,Adelaide,0,12.1,8.89,86,73,0.03,0,70,12,7,19,63.2,237,2,9,4,5,2,5,65,3,1,0,0,1,1,0,0,5,3,16,0
20252301,Mark Keane,Adelaide,8,12,10.87,100,89,0.7,9,94,21,2,23,60.9,659,0,8,6,8,6,14,0,0,8,3,1,0,0,0,0,1,0,7,0
20252301,Josh Daicos,Collingwood,0,11.5,10.78,85,67,0,0,88,12,7,19,84.2,440,1,6,5,4,4,5,0,1,3,0,1,0,0,0,0,3,2,7,0
20252301,Josh Worrell,Adelaide,2,11,8.73,127,98,0.1,1,88,16,11,27,77.8,446,4,12,10,10,8,11,0,0,6,1,0,0,0,0,0,4,2,9,0
20252301,Jordan De Goey,Collingwood,0,11,9.91,51,36,0,0,73,8,3,11,45.5,237,6,7,3,3,1,1,55,4,0,0,0,1,0,1,1,5,1,14,0
20252301,Steele Sidebottom,Collingwood,0,10.9,9.53,74,79,0.01,0,87,17,4,21,76.2,522,4,4,3,2,1,7,10,2,5,2,0,0,0,0,1,2,4,12,0
20252301,Isaac Cumming,Adelaide,0,10.7,8.19,87,95,0.01,0,83,15,3,18,72.2,376,2,5,2,2,1,3,0,3,7,2,0,1,1,0,0,4,4,14,0
20252301,Mitchell Hinge,Adelaide,0,10.6,8.9,79,88,0.02,0,77,17,4,21,61.9,607,4,9,5,5,4,4,0,4,3,1,0,0,0,0,1,2,5,15,0
20252301,Wayne Milera,Adelaide,0,10.6,8.13,101,96,0.02,0,84,19,3,22,77.3,613,1,6,3,4,3,4,0,1,7,0,0,0,0,0,0,1,4,11,0
20252301,Ned Long,Collingwood,0,9.7,9.24,87,77,0.01,0,69,11,11,22,45.5,345,6,10,10,2,2,1,40,7,3,0,0,1,0,0,1,2,4,18,0
20252301,Beau McCreery,Collingwood,0,9.6,8.87,59,73,0,0,71,9,2,11,63.6,309,3,5,4,4,3,1,20,1,3,0,1,0,0,0,0,0,8,21,0
20252301,Isaac Quaynor,Collingwood,0,9.2,8.14,74,58,0,0,85,8,5,13,92.3,240,3,4,3,4,3,6,0,0,5,3,1,0,0,0,0,3,3,10,0
