MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20251101,Ed Richards,Western Bulldogs,5,27.2,15.94,140,115,0.51,6,82,15,13,28,64.3,547,8,19,10,3,1,0,74,10,2,0,0,3,2,0,3,8,7,16,0
20251101,Max Holmes,Geelong,6,23.9,13.57,128,117,1.21,16,71,18,15,33,63.6,512,4,17,15,6,4,5,67,8,5,0,0,1,1,0,0,7,3,15,0
20251101,Matthew Kennedy,Western Bulldogs,4,23.8,11.91,91,111,0.31,3,78,12,13,25,80,411,4,11,6,4,1,3,56,5,7,2,3,3,3,0,0,12,4,12,0
20251101,Jeremy Cameron,Geelong,9,23.1,10.94,114,103,2.46,60,85,13,1,14,85.7,507,4,3,0,1,0,0,0,0,8,0,0,7,6,0,1,9,2,6,0
20251101,Shannon Neale,Geelong,1,21.5,6.85,126,89,0.35,3,86,10,6,16,87.5,246,3,10,6,7,5,2,13,3,3,0,1,5,5,0,1,11,1,3,4
20251101,Bailey Smith,Geelong,5,17.5,12.34,118,126,1,12,87,25,8,33,51.5,810,7,12,10,2,2,1,95,6,4,0,0,0,0,0,1,7,7,25,0
20251101,Rhylee West,Western Bulldogs,0,17.5,9.54,81,58,0,0,85,8,5,13,61.5,222,3,9,7,8,7,1,0,1,1,0,1,2,1,1,2,7,5,12,0
20251101,Tom Liberatore,Western Bulldogs,0,15.8,15.75,129,110,0.07,0,86,13,18,31,61.3,430,3,18,15,2,2,1,85,9,1,0,0,2,0,2,2,11,8,23,0
20251101,Tyson Stengle,Geelong,0,15.2,9.3,76,78,0,0,85,9,6,15,73.3,209,4,7,5,4,4,0,0,2,5,0,0,4,2,0,2,8,3,9,0
20251101,Aaron Naughton,Western Bulldogs,0,13.9,9.17,86,69,0,0,90,6,4,10,80,142,2,5,3,5,3,0,0,0,4,0,1,4,3,1,0,7,3,7,0
