MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20252001,Riley Thilthorpe,Adelaide,10,28.1,11.6,164,91,1.89,32,73,15,4,19,52.6,447,4,11,2,5,1,3,22,6,3,1,0,4,3,1,2,10,0,11,6
20252001,Ben Keays,Adelaide,4,18.1,10.2,109,97,0.4,4,94,17,4,21,57.1,427,7,8,6,6,6,2,0,2,2,0,0,7,3,4,1,10,3,17,0
20252001,Alex Neal-Bullen,Adelaide,3,17.7,9.77,117,108,0.03,0,80,13,5,18,61.1,319,4,7,5,4,2,4,0,1,1,0,0,1,1,0,2,4,12,26,0
20252001,Sam Berry,Adelaide,0,17,10.2,86,86,0.19,2,74,13,7,20,60,423,5,10,8,3,3,2,70,7,0,0,0,2,2,0,0,4,6,16,0
20252001,Zak Butters,Port Adelaide,0,16.3,16.06,124,115,0.16,1,93,22,12,34,50,667,8,19,10,4,4,4,70,11,1,0,0,2,0,0,1,3,4,22,0
20252001,Jake Soligo,Adelaide,8,15.7,11.46,116,121,2.36,53,81,21,14,35,54.3,570,11,13,11,9,8,5,44,5,2,0,1,3,2,0,0,9,4,15,0
20252001,Taylor Walker,Adelaide,0,15.5,7.64,103,72,0.04,0,77,9,6,15,60,334,2,8,6,7,5,3,0,1,3,0,0,5,3,1,4,9,1,7,0
20252001,Jordan Dawson,Adelaide,0,13.8,14.01,109,106,0.15,1,71,13,8,21,52.4,392,5,11,6,4,1,5,41,4,1,0,0,3,1,1,0,4,10,21,0
20252001,Rory Laird,Adelaide,1,13.6,9.33,106,86,0.04,0,90,12,12,24,75,254,2,12,11,10,10,13,0,2,5,2,0,0,0,0,0,5,4,11,0
20252001,Jordon Sweet,Port Adelaide,0,12.5,9.93,125,91,0,0,89,6,5,11,45.5,223,4,9,3,4,2,2,85,4,1,1,1,1,1,0,0,3,4,19,45
