MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20250701,Toby Nankervis,Richmond,0,19.9,13.64,106,94,0.01,0,83,11,4,15,73.3,310,4,9,3,1,0,0,88,8,3,0,1,1,1,0,0,6,2,17,31
20250701,Max Gawn,Melbourne,10,19.6,15.41,174,138,2.13,40,77,11,14,25,76,194,1,13,4,9,3,6,75,6,9,4,5,1,0,1,1,12,4,13,34
20250701,Christian Petracca,Melbourne,8,17.5,15.5,129,114,2.23,44,82,11,17,28,78.6,342,6,9,7,4,4,3,79,2,7,1,0,2,2,0,0,9,4,16,0
20250701,Clayton Oliver,Melbourne,0,17.2,10.44,98,88,0.04,0,76,9,13,22,68.2,222,2,15,12,5,4,3,79,7,2,0,1,1,0,0,0,2,7,24,0
20250701,Trent Rivers,Melbourne,0,15.4,10.48,115,110,0.04,0,84,17,11,28,85.7,423,2,7,5,6,4,7,0,1,12,2,1,1,0,1,0,4,0,9,0
20250701,Tom Sparrow,Melbourne,2,14.5,8.33,118,111,0.01,0,88,12,4,16,75,307,2,5,2,3,0,1,0,1,6,0,0,1,1,0,0,5,11,29,0
20250701,Kade Chandler,Melbourne,0,13,9.1,97,92,0.01,0,87,10,8,18,88.9,239,2,4,4,3,3,2,0,1,7,0,0,2,2,0,0,4,3,10,0
20250701,Tim Taranto,Richmond,0,12.9,11.13,95,76,0.03,0,89,8,14,22,68.2,194,2,11,7,6,5,4,75,3,3,1,0,2,2,0,0,5,1,11,0
20250701,Steven May,Melbourne,0,10.8,8.97,104,85,0.01,0,88,13,7,20,75,304,1,6,3,5,3,6,0,1,10,2,1,0,0,0,1,3,1,3,0
20250701,Tom Lynch,Richmond,0,10.8,7.52,80,83,0.01,0,83,13,0,13,38.5,384,3,6,2,5,2,1,0,1,7,0,2,9,3,3,1,7,1,11,0
20250701,Nick Vlastuin,Richmond,1,10.5,9.6,79,76,0.01,0,83,15,7,22,86.4,476,1,6,4,6,4,11,0,0,9,5,0,0,0,0,0,2,0,6,0
20250701,Jake Bowey,Melbourne,6,9.9,9.35,132,123,1.04,11,84,20,12,32,71.9,393,2,9,7,3,2,5,0,5,9,0,0,0,0,0,0,4,3,16,0
20250701,Thomson Dow,Richmond,1,9.8,7.25,99,99,0.02,0,79,10,18,28,75,266,0,7,6,3,3,3,38,2,7,1,0,0,0,0,0,7,3,9,0
20250701,Rhyan Mansell,Richmond,0,9.2,8.78,50,32,0,0,64,4,3,7,85.7,143,1,4,3,4,3,2,0,0,0,0,0,1,1,0,0,3,3,26,0
20250701,Tom McDonald,Melbourne,0,9,9.84,87,60,0,0,92,11,5,16,100,46,1,5,1,5,1,8,0,0,6,3,1,0,0,0,0,3,1,3,0
