MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20251801,Zak Butters,Port Adelaide,9,21.9,15.72,154,125,2.52,53,83,21,17,38,76.3,552,7,12,6,4,3,5,83,7,6,2,1,1,0,1,3,9,2,7,0
20251801,Ollie Wines,Port Adelaide,0,18.5,9.57,143,94,0.07,0,62,12,13,25,76,366,2,17,11,5,4,1,25,10,5,0,1,1,0,0,1,6,4,20,0
20251801,Jason Horne-Francis,Port Adelaide,9,17.8,11.34,131,112,2.44,47,80,19,8,27,51.9,620,9,12,7,4,3,0,62,6,2,0,0,4,3,1,1,9,6,14,0
20251801,Harry Edwards,West Coast,5,15,8.61,111,83,0.01,0,97,12,5,17,82.4,315,3,5,2,5,2,12,0,0,11,9,3,0,0,0,1,2,1,5,0
20251801,Darcy Byrne-Jones,Port Adelaide,0,14.5,8.08,101,76,0,0,80,12,5,17,70.6,248,1,6,4,4,4,0,0,2,3,0,0,2,2,0,0,6,2,18,0
20251801,Jordon Sweet,Port Adelaide,0,14.1,8.34,95,71,0,0,81,2,3,5,60,77,1,5,1,1,0,1,79,2,1,1,1,0,0,0,0,2,5,13,41
20251801,Liam Baker,West Coast,0,12.1,11.02,74,74,0,0,85,10,8,18,61.1,275,8,8,7,7,6,2,0,1,2,0,0,4,1,1,1,7,5,19,0
20251801,Hugh Jackson,Port Adelaide,0,11.1,7.02,62,37,0,0,65,7,5,12,83.3,188,3,5,4,1,1,1,0,4,1,0,0,0,0,0,1,5,2,16,0
20251801,Tyrell Dewar,West Coast,0,11.1,6.43,84,59,0,0,81,9,6,15,80,278,1,8,7,6,5,6,0,1,5,2,1,1,1,0,1,3,2,13,0
20251801,Joe Richards,Port Adelaide,5,10,8.52,142,123,0.47,0,77,14,9,23,47.8,460,4,7,4,5,3,1,0,1,6,0,1,6,2,3,0,8,7,19,0
20251801,Jack Williams,West Coast,0,10,6.2,48,36,0,0,74,4,3,7,71.4,99,1,4,3,3,2,1,0,0,3,0,1,2,2,0,0,4,0,6,0
20251801,Aliir Aliir,Port Adelaide,0,9.8,9.26,74,53,0,0,94,8,5,13,84.6,199,1,5,5,4,4,9,0,2,5,4,0,0,0,0,0,1,1,3,0
20251801,Travis Boak,Port Adelaide,0,9.2,9.13,68,43,0,0,86,3,12,15,80,85,1,6,6,4,4,3,4,3,0,0,0,1,1,0,0,5,1,10,0
20251801,Tyler Brockman,West Coast,0,8.9,8.66,57,44,0,0,73,5,5,10,100,83,1,5,3,4,3,1,0,0,2,0,0,1,1,0,0,5,3,12,0
20251801,Tom McCarthy,West Coast,0,8.8,10.3,87,72,0,0,79,12,9,21,76.2,394,1,4,3,1,1,1,8,2,2,0,0,0,0,0,0,1,3,13,0
20251801,Kane Farrell,Port Adelaide,0,8,8.41,112,84,0,0,85,18,2,20,85,598,4,4,2,3,2,4,0,1,6,1,0,0,0,0,1,5,3,15,0
