MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
20252201,Caleb Serong,Fremantle,7,19.1,15.81,131,93,2.08,41,81,15,13,28,67.9,617,7,16,11,7,5,6,77,7,2,2,2,2,1,1,0,5,2,20,0
20252201,Zak Butters,Port Adelaide,6,18.9,15.74,130,122,1.48,23,84,20,9,29,75.9,660,7,9,3,3,0,0,83,5,8,0,1,1,0,1,2,8,4,18,0
20252201,Andrew Brayshaw,Fremantle,0,17.7,14.07,110,76,0.12,2,81,8,15,23,78.3,168,2,14,8,3,3,2,80,9,2,0,0,0,0,0,0,4,5,23,0
20252201,Neil Erasmus,Fremantle,0,16,7.59,138,95,0.03,0,78,12,14,26,84.6,395,3,12,11,6,5,6,0,6,6,1,0,1,0,0,1,4,3,11,0
20252201,Aliir Aliir,Port Adelaide,10,14.6,9.28,146,118,1.57,26,100,18,4,22,95.5,412,2,9,3,9,3,12,0,0,17,6,5,1,1,0,0,5,1,9,0
20252201,Josh Treacy,Fremantle,0,13.1,9.05,70,51,0,0,92,4,6,10,80,131,2,7,4,7,4,2,0,0,2,0,1,2,2,0,0,4,2,9,0
20252201,Patrick Voss,Fremantle,0,12.9,7.27,91,60,0.01,0,78,7,3,10,90,236,4,5,2,5,2,1,0,0,5,0,2,3,3,0,0,6,1,4,0
20252201,Michael Frederick,Fremantle,1,12.8,6.69,92,82,0.02,0,79,13,4,17,70.6,452,3,3,2,3,2,1,0,1,5,0,0,5,2,2,1,8,2,7,0
20252201,Shai Bolton,Fremantle,2,12.7,10.34,89,93,0.11,2,86,11,8,19,52.6,213,3,8,7,6,5,3,37,3,6,0,1,7,2,2,1,11,3,9,0
20252201,Jordan Clark,Fremantle,0,11.8,10.66,82,61,0.01,0,91,9,11,20,85,321,4,5,5,4,4,5,0,0,0,0,0,0,0,0,1,5,3,8,0
20252201,Travis Boak,Port Adelaide,0,9.7,8.54,100,103,0.01,0,80,11,11,22,90.9,239,3,5,3,5,3,2,3,0,10,0,1,0,0,0,2,3,5,14,0
20252201,Jack Lukosius,Port Adelaide,0,9.5,7.49,56,51,0,0,57,6,3,9,88.9,218,4,3,3,3,3,1,0,0,5,0,0,2,2,0,0,4,0,1,0
20252201,Ollie Wines,Port Adelaide,0,9.5,9.69,111,90,0.08,1,69,10,15,25,68,348,5,15,6,6,4,5,67,6,3,1,0,0,0,0,0,6,4,17,0
20252201,Joe Richards,Port Adelaide,0,9.4,8.1,52,53,0,0,77,10,3,13,69.2,234,2,3,3,3,3,2,0,0,2,0,0,2,1,1,1,6,1,8,0
20252201,Sean Darcy,Fremantle,0,9.2,11.16,73,60,0,0,67,10,5,15,80,317,3,5,4,2,2,4,70,4,4,3,0,0,0,0,0,1,1,7,15
20252201,Jaeger O'Meara,Fremantle,0,9,8.77,70,74,0.1,1,83,17,9,26,73.1,542,9,7,6,1,1,2,60,5,4,1,0,0,0,0,0,6,2,12,0
20252201,Kane Farrell,Port Adelaide,0,9,8.84,106,105,0.02,0,86,21,4,25,80,588,0,4,2,3,2,3,0,1,7,1,0,0,0,0,0,1,3,9,0
20252201,Will Lorenz,Port Adelaide,0,9,6.31,73,66,0,0,75,11,9,20,60,321,0,9,7,7,6,5,0,1,4,0,0,2,0,1,0,4,0,19,0
20252201,Jed McEntee,Port Adelaide,0,8.9,5.01,58,62,0,0,76,7,5,12,50,184,2,8,6,8,6,2,0,0,1,0,0,3,2,1,0,6,4,20,0
20252201,Jordon Sweet,Port Adelaide,0,8.4,10.16,68,72,0.01,0,87,6,8,14,57.1,271,4,5,1,0,0,1,87,4,1,0,0,1,0,0,0,6,0,15,33
20252201,Alex Pearce,Fremantle,0,8.3,9.06,69,45,0,0,81,5,4,9,100,77,0,4,2,4,2,3,0,0,5,1,2,1,1,0,0,3,1,7,0
20252201,Brennan Cox,Fremantle,0,8.1,8.24,33,31,0,0,93,5,2,7,71.4,168,0,3,2,2,1,2,0,1,2,0,0,0,0,0,0,1,2,5,0
20252201,Connor Rozee,Port Adelaide,0,8.1,11.53,112,103,0.04,0,80,10,9,19,73.7,67,1,6,5,3,3,1,73,1,7,0,0,2,2,0,0,4,6,26,0
20252201,Darcy Byrne-Jones,Port Adelaide,0,8,7.3,87,82,0.01,0,83,12,7,19,73.7,210,2,7,5,7,5,11,0,0,7,3,0,0,0,0,0,1,3,17,0
20252201,Luke Jackson,Fremantle,4,7.7,15.34,98,104,0.26,4,83,12,11,23,69.6,257,3,7,3,6,3,3,53,0,9,2,2,2,0,1,1,5,3,13,8
20252201,Murphy Reid,Fremantle,0,6.8,8.61,59,50,0,0,72,6,8,14,78.6,112,1,3,3,2,2,0,0,1,2,0,0,3,2,1,1,5,0,15,0
20252201,Willie Rioli,Port Adelaide,0,6.8,7.7,68,47,0,0,84,6,2,8,62.5,122,2,6,5,4,4,2,0,2,0,0,0,2,2,0,0,4,3,7,0
20252201,Mitch Georgiades,Port Adelaide,0,6.6,6.93,67,70,0,0,89,10,2,12,58.3,266,3,4,0,4,0,0,0,0,9,0,3,4,2,1,0,5,0,3,0
20252201,Brandon Zerk-Thatcher,Port Adelaide,0,6,7.05,53,51,0,0,97,10,1,11,81.8,204,1,2,1,2,1,3,0,0,6,2,1,0,0,0,0,2,1,8,0
