Round,Player,Team,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,Position
13,Charlie Comben,North Melbourne,,,,,,,,,Key Defender
13,Colby McKercher,North Melbourne,35.0,20.0,15.0,0.57,0.43,1.0,0.0,1.0,Gen. Defender
13,Dylan Stephens,North Melbourne,19.0,11.0,8.0,0.58,0.42,3.0,0.0,2.0,Midfielder
13,Finn O'Sullivan,North Melbourne,17.0,13.0,4.0,0.76,0.24,5.0,1.0,3.0,Gen. Defender
13,George Wardlaw,North Melbourne,9.0,6.0,3.0,0.67,0.33,0.0,0.0,7.0,Midfielder
13,Griffin Logue,North Melbourne,9.0,5.0,4.0,0.56,0.44,5.0,0.0,1.0,Key Defender
13,Harry Sheezel,North Melbourne,28.0,13.0,15.0,0.46,0.54,7.0,0.0,7.0,Mid-Forward
13,Jack Darling,North Melbourne,10.0,4.0,6.0,0.4,0.6,4.0,0.0,3.0,Key Forward
13,Jacob Konstanty,North Melbourne,10.0,4.0,6.0,0.4,0.6,0.0,0.0,4.0,Gen. Forward
13,Jy Simpkin,North Melbourne,23.0,12.0,11.0,0.52,0.48,4.0,2.0,2.0,Mid-Forward
13,Luke Davies-Uniacke,North Melbourne,18.0,5.0,13.0,0.28,0.72,1.0,0.0,6.0,Midfielder
13,Luke McDonald,North Melbourne,23.0,12.0,11.0,0.52,0.48,3.0,0.0,3.0,Gen. Defender
13,Luke Parker,North Melbourne,22.0,8.0,14.0,0.36,0.64,6.0,1.0,7.0,Midfielder
13,Nick Larkey,North Melbourne,11.0,5.0,6.0,0.45,0.55,6.0,0.0,1.0,Key Forward
13,Paul Curtis,North Melbourne,8.0,6.0,2.0,0.75,0.25,2.0,3.0,3.0,Gen. Forward
13,Riley Hardeman,North Melbourne,10.0,6.0,4.0,0.6,0.4,1.0,0.0,1.0,Gen. Defender
13,Robert Hansen Jr,North Melbourne,,,,,,,,,Mid-Forward
13,Toby Pink,North Melbourne,10.0,8.0,2.0,0.8,0.2,2.0,0.0,0.0,Key Defender
13,Tom Powell,North Melbourne,30.0,14.0,16.0,0.47,0.53,7.0,0.0,4.0,Midfielder
13,Tristan Xerri,North Melbourne,22.0,8.0,14.0,0.36,0.64,0.0,0.0,6.0,Ruck
13,Zac Fisher,North Melbourne,14.0,5.0,9.0,0.36,0.64,0.0,0.0,2.0,Gen. Forward
14,Caleb Daniel,North Melbourne,23.0,15.0,8.0,0.65,0.35,4.0,0.0,1.0,Gen. Defender
14,Cameron Zurhaar,North Melbourne,8.0,6.0,2.0,0.75,0.25,1.0,0.0,3.0,Gen. Forward
14,Colby McKercher,North Melbourne,27.0,24.0,3.0,0.89,0.11,2.0,0.0,1.0,Gen. Defender
14,Dylan Stephens,North Melbourne,27.0,12.0,15.0,0.44,0.56,2.0,0.0,3.0,Midfielder
14,Finn O'Sullivan,North Melbourne,14.0,11.0,3.0,0.79,0.21,6.0,0.0,1.0,Gen. Defender
14,George Wardlaw,North Melbourne,17.0,14.0,3.0,0.82,0.18,3.0,0.0,6.0,Midfielder
14,Griffin Logue,North Melbourne,10.0,4.0,6.0,0.4,0.6,3.0,0.0,3.0,Key Defender
14,Harry Sheezel,North Melbourne,32.0,15.0,17.0,0.47,0.53,9.0,1.0,6.0,Mid-Forward
14,Jack Darling,North Melbourne,9.0,6.0,3.0,0.67,0.33,5.0,1.0,2.0,Key Forward
14,Jacob Konstanty,North Melbourne,12.0,7.0,5.0,0.58,0.42,0.0,1.0,5.0,Gen. Forward
14,Jy Simpkin,North Melbourne,11.0,5.0,6.0,0.45,0.55,1.0,0.0,4.0,Mid-Forward
14,Kallan Dawson,North Melbourne,,,,,,,,,Key Defender
14,Luke Davies-Uniacke,North Melbourne,27.0,11.0,16.0,0.41,0.59,0.0,1.0,5.0,Midfielder
14,Luke McDonald,North Melbourne,27.0,19.0,8.0,0.7,0.3,8.0,0.0,1.0,Gen. Defender
14,Luke Parker,North Melbourne,20.0,17.0,3.0,0.85,0.15,4.0,2.0,3.0,Midfielder
14,Nick Larkey,North Melbourne,12.0,6.0,6.0,0.5,0.5,3.0,3.0,2.0,Key Forward
14,Paul Curtis,North Melbourne,12.0,7.0,5.0,0.58,0.42,3.0,0.0,9.0,Gen. Forward
14,Riley Hardeman,North Melbourne,11.0,7.0,4.0,0.64,0.36,1.0,0.0,2.0,Gen. Defender
14,Robert Hansen Jr,North Melbourne,,,,,,,,,Mid-Forward
14,Toby Pink,North Melbourne,10.0,7.0,3.0,0.7,0.3,6.0,0.0,1.0,Key Defender
14,Tom Powell,North Melbourne,23.0,11.0,12.0,0.48,0.52,2.0,0.0,3.0,Midfielder
14,Tristan Xerri,North Melbourne,13.0,3.0,10.0,0.23,0.77,2.0,0.0,7.0,Ruck
14,Zac Fisher,North Melbourne,13.0,6.0,7.0,0.46,0.54,1.0,1.0,6.0,Gen. Forward
15,Caleb Daniel,North Melbourne,24.0,14.0,10.0,0.58,0.42,3.0,0.0,2.0,Gen. Defender
15,Cameron Zurhaar,North Melbourne,11.0,6.0,5.0,0.55,0.45,3.0,3.0,2.0,Gen. Forward
15,Charlie Comben,North Melbourne,14.0,7.0,7.0,0.5,0.5,4.0,0.0,1.0,Key Defender
15,Colby McKercher,North Melbourne,29.0,20.0,9.0,0.69,0.31,1.0,2.0,3.0,Gen. Defender
15,Dylan Stephens,North Melbourne,13.0,8.0,5.0,0.62,0.38,6.0,1.0,0.0,Midfielder
15,Finn O'Sullivan,North Melbourne,18.0,9.0,9.0,0.5,0.5,3.0,0.0,2.0,Gen. Defender
15,George Wardlaw,North Melbourne,,,,,,,,,Midfielder
15,Griffin Logue,North Melbourne,8.0,3.0,5.0,0.38,0.62,3.0,0.0,1.0,Key Defender
15,Harry Sheezel,North Melbourne,30.0,16.0,14.0,0.53,0.47,9.0,1.0,3.0,Mid-Forward
15,Jack Darling,North Melbourne,6.0,4.0,2.0,0.67,0.33,2.0,1.0,2.0,Key Forward
15,Jacob Konstanty,North Melbourne,9.0,7.0,2.0,0.78,0.22,3.0,0.0,5.0,Gen. Forward
15,Jy Simpkin,North Melbourne,18.0,6.0,12.0,0.33,0.67,3.0,0.0,3.0,Mid-Forward
15,Luke Davies-Uniacke,North Melbourne,30.0,11.0,19.0,0.37,0.63,4.0,0.0,4.0,Midfielder
15,Luke McDonald,North Melbourne,18.0,14.0,4.0,0.78,0.22,8.0,0.0,3.0,Gen. Defender
15,Luke Parker,North Melbourne,28.0,10.0,18.0,0.36,0.64,5.0,0.0,8.0,Midfielder
15,Nick Larkey,North Melbourne,7.0,4.0,3.0,0.57,0.43,3.0,1.0,5.0,Key Forward
15,Paul Curtis,North Melbourne,10.0,8.0,2.0,0.8,0.2,4.0,2.0,5.0,Gen. Forward
15,Riley Hardeman,North Melbourne,15.0,10.0,5.0,0.67,0.33,3.0,0.0,2.0,Gen. Defender
15,Robert Hansen Jr,North Melbourne,9.0,6.0,3.0,0.67,0.33,4.0,1.0,0.0,Mid-Forward
15,Toby Pink,North Melbourne,13.0,11.0,2.0,0.85,0.15,9.0,0.0,1.0,Key Defender
15,Tom Powell,North Melbourne,34.0,16.0,18.0,0.47,0.53,3.0,0.0,5.0,Midfielder
15,Tristan Xerri,North Melbourne,12.0,3.0,9.0,0.25,0.75,1.0,1.0,5.0,Ruck
15,Zac Fisher,North Melbourne,,,,,,,,,Gen. Forward
16,Caleb Daniel,North Melbourne,26.0,18.0,8.0,0.69,0.31,3.0,0.0,0.0,Gen. Defender
16,Cameron Zurhaar,North Melbourne,8.0,4.0,4.0,0.5,0.5,2.0,0.0,3.0,Gen. Forward
16,Colby McKercher,North Melbourne,34.0,19.0,15.0,0.56,0.44,4.0,0.0,1.0,Gen. Defender
16,Dylan Stephens,North Melbourne,11.0,2.0,9.0,0.18,0.82,1.0,0.0,0.0,Midfielder
16,Finn O'Sullivan,North Melbourne,10.0,6.0,4.0,0.6,0.4,3.0,0.0,1.0,Gen. Defender
16,George Wardlaw,North Melbourne,,,,,,,,,Midfielder
16,Griffin Logue,North Melbourne,10.0,2.0,8.0,0.2,0.8,2.0,0.0,2.0,Key Defender
16,Harry Sheezel,North Melbourne,20.0,8.0,12.0,0.4,0.6,3.0,0.0,2.0,Mid-Forward
16,Jack Darling,North Melbourne,7.0,2.0,5.0,0.29,0.71,1.0,0.0,2.0,Key Forward
16,Jacob Konstanty,North Melbourne,11.0,9.0,2.0,0.82,0.18,2.0,1.0,3.0,Gen. Forward
16,Jy Simpkin,North Melbourne,16.0,8.0,8.0,0.5,0.5,2.0,0.0,2.0,Mid-Forward
16,Luke Davies-Uniacke,North Melbourne,28.0,17.0,11.0,0.61,0.39,5.0,0.0,1.0,Midfielder
16,Luke McDonald,North Melbourne,9.0,5.0,4.0,0.56,0.44,6.0,0.0,2.0,Gen. Defender
16,Luke Parker,North Melbourne,29.0,17.0,12.0,0.59,0.41,4.0,0.0,1.0,Midfielder
16,Nick Larkey,North Melbourne,14.0,10.0,4.0,0.71,0.29,7.0,5.0,1.0,Key Forward
16,Paul Curtis,North Melbourne,11.0,8.0,3.0,0.73,0.27,3.0,1.0,3.0,Gen. Forward
16,Riley Hardeman,North Melbourne,5.0,4.0,1.0,0.8,0.2,1.0,0.0,1.0,Gen. Defender
16,Robert Hansen Jr,North Melbourne,,,,,,,,,Mid-Forward
16,Toby Pink,North Melbourne,7.0,4.0,3.0,0.57,0.43,4.0,0.0,1.0,Key Defender
16,Tom Powell,North Melbourne,14.0,5.0,9.0,0.36,0.64,1.0,0.0,5.0,Midfielder
16,Tristan Xerri,North Melbourne,18.0,6.0,12.0,0.33,0.67,5.0,0.0,3.0,Ruck
16,Wil Dawson,North Melbourne,9.0,6.0,3.0,0.67,0.33,5.0,0.0,2.0,Key Defender
16,Zac Fisher,North Melbourne,9.0,5.0,4.0,0.56,0.44,2.0,1.0,0.0,Gen. Forward
17,Bailey Scott,North Melbourne,18.0,9.0,9.0,0.5,0.5,6.0,0.0,0.0,Midfielder
17,Caleb Daniel,North Melbourne,25.0,15.0,10.0,0.6,0.4,5.0,0.0,4.0,Gen. Defender
17,Cameron Zurhaar,North Melbourne,10.0,8.0,2.0,0.8,0.2,4.0,2.0,3.0,Gen. Forward
17,Colby McKercher,North Melbourne,32.0,23.0,9.0,0.72,0.28,9.0,1.0,1.0,Gen. Defender
17,Cooper Harvey,North Melbourne,15.0,10.0,5.0,0.67,0.33,4.0,1.0,2.0,Gen. Forward
17,Dylan Stephens,North Melbourne,16.0,11.0,5.0,0.69,0.31,4.0,0.0,1.0,Midfielder
17,Finn O'Sullivan,North Melbourne,11.0,4.0,7.0,0.36,0.64,3.0,0.0,0.0,Gen. Defender
17,Finnbar Maley,North Melbourne,8.0,2.0,6.0,0.25,0.75,4.0,1.0,6.0,Key Forward
17,Griffin Logue,North Melbourne,13.0,8.0,5.0,0.62,0.38,6.0,0.0,1.0,Key Defender
17,Harry Sheezel,North Melbourne,22.0,10.0,12.0,0.45,0.55,3.0,1.0,6.0,Mid-Forward
17,Jacob Konstanty,North Melbourne,8.0,4.0,4.0,0.5,0.5,2.0,0.0,5.0,Gen. Forward
17,Jy Simpkin,North Melbourne,16.0,9.0,7.0,0.56,0.44,2.0,0.0,4.0,Mid-Forward
17,Luke Davies-Uniacke,North Melbourne,,,,,,,,,Midfielder
17,Nick Larkey,North Melbourne,9.0,8.0,1.0,0.89,0.11,6.0,5.0,0.0,Key Forward
17,Paul Curtis,North Melbourne,7.0,5.0,2.0,0.71,0.29,1.0,1.0,4.0,Gen. Forward
17,Riley Hardeman,North Melbourne,20.0,14.0,6.0,0.7,0.3,1.0,0.0,1.0,Gen. Defender
17,Robert Hansen Jr,North Melbourne,,,,,,,,,Mid-Forward
17,Toby Pink,North Melbourne,10.0,3.0,7.0,0.3,0.7,4.0,0.0,0.0,Key Defender
17,Tom Powell,North Melbourne,25.0,12.0,13.0,0.48,0.52,4.0,0.0,8.0,Midfielder
17,Tristan Xerri,North Melbourne,17.0,8.0,9.0,0.47,0.53,1.0,0.0,5.0,Ruck
17,Wil Dawson,North Melbourne,8.0,8.0,0.0,1.0,0.0,3.0,0.0,4.0,Key Defender
17,Will Phillips,North Melbourne,16.0,8.0,8.0,0.5,0.5,4.0,0.0,4.0,Midfielder
17,Zane Duursma,North Melbourne,6.0,3.0,3.0,0.5,0.5,1.0,0.0,0.0,Gen. Forward
18,Bailey Scott,North Melbourne,,,,,,,,,Midfielder
18,Caleb Daniel,North Melbourne,28.0,20.0,8.0,0.71,0.29,4.0,0.0,3.0,Gen. Defender
18,Cameron Zurhaar,North Melbourne,13.0,10.0,3.0,0.77,0.23,4.0,3.0,1.0,Gen. Forward
18,Charlie Comben,North Melbourne,8.0,6.0,2.0,0.75,0.25,5.0,0.0,0.0,Key Defender
18,Colby McKercher,North Melbourne,29.0,16.0,13.0,0.55,0.45,3.0,0.0,2.0,Gen. Defender
18,Cooper Harvey,North Melbourne,13.0,9.0,4.0,0.69,0.31,7.0,4.0,1.0,Gen. Forward
18,Dylan Stephens,North Melbourne,15.0,5.0,10.0,0.33,0.67,5.0,0.0,0.0,Midfielder
18,Finn O'Sullivan,North Melbourne,15.0,8.0,7.0,0.53,0.47,5.0,0.0,2.0,Gen. Defender
18,Finnbar Maley,North Melbourne,,,,,,,,,Key Forward
18,Griffin Logue,North Melbourne,12.0,9.0,3.0,0.75,0.25,5.0,0.0,3.0,Key Defender
18,Harry Sheezel,North Melbourne,29.0,14.0,15.0,0.48,0.52,6.0,0.0,6.0,Mid-Forward
18,Jack Darling,North Melbourne,9.0,7.0,2.0,0.78,0.22,4.0,3.0,0.0,Key Forward
18,Jacob Konstanty,North Melbourne,13.0,7.0,6.0,0.54,0.46,5.0,0.0,3.0,Gen. Forward
18,Jy Simpkin,North Melbourne,21.0,13.0,8.0,0.62,0.38,2.0,0.0,1.0,Mid-Forward
18,Luke Parker,North Melbourne,27.0,13.0,14.0,0.48,0.52,4.0,0.0,6.0,Midfielder
18,Paul Curtis,North Melbourne,12.0,8.0,4.0,0.67,0.33,7.0,2.0,6.0,Gen. Forward
18,Riley Hardeman,North Melbourne,12.0,8.0,4.0,0.67,0.33,0.0,0.0,1.0,Gen. Defender
18,Robert Hansen Jr,North Melbourne,8.0,6.0,2.0,0.75,0.25,1.0,0.0,1.0,Mid-Forward
18,Toby Pink,North Melbourne,11.0,5.0,6.0,0.45,0.55,4.0,0.0,1.0,Key Defender
18,Tom Powell,North Melbourne,27.0,6.0,21.0,0.22,0.78,6.0,0.0,4.0,Midfielder
18,Tristan Xerri,North Melbourne,7.0,3.0,4.0,0.43,0.57,1.0,0.0,6.0,Ruck
18,Wil Dawson,North Melbourne,7.0,4.0,3.0,0.57,0.43,7.0,0.0,3.0,Key Defender
18,Will Phillips,North Melbourne,20.0,11.0,9.0,0.55,0.45,2.0,0.0,4.0,Midfielder
19,Brynn Teakle,North Melbourne,17.0,14.0,3.0,0.82,0.18,5.0,1.0,6.0,Ruck
19,Caleb Daniel,North Melbourne,27.0,9.0,18.0,0.33,0.67,4.0,0.0,1.0,Gen. Defender
19,Callum Coleman-Jones,North Melbourne,,,,,,,,,Ruck
19,Cameron Zurhaar,North Melbourne,12.0,7.0,5.0,0.58,0.42,2.0,0.0,3.0,Gen. Forward
19,Charlie Comben,North Melbourne,7.0,4.0,3.0,0.57,0.43,4.0,0.0,3.0,Key Defender
19,Colby McKercher,North Melbourne,22.0,13.0,9.0,0.59,0.41,3.0,1.0,2.0,Gen. Defender
19,Cooper Harvey,North Melbourne,4.0,3.0,1.0,0.75,0.25,1.0,2.0,0.0,Gen. Forward
19,Dylan Stephens,North Melbourne,10.0,4.0,6.0,0.4,0.6,3.0,0.0,2.0,Midfielder
19,Finn O'Sullivan,North Melbourne,20.0,11.0,9.0,0.55,0.45,9.0,0.0,1.0,Gen. Defender
19,Griffin Logue,North Melbourne,17.0,11.0,6.0,0.65,0.35,7.0,0.0,4.0,Key Defender
19,Harry Sheezel,North Melbourne,27.0,13.0,14.0,0.48,0.52,5.0,1.0,5.0,Mid-Forward
19,Jack Darling,North Melbourne,8.0,8.0,0.0,1.0,0.0,3.0,1.0,4.0,Key Forward
19,Jacob Konstanty,North Melbourne,7.0,3.0,4.0,0.43,0.57,1.0,0.0,6.0,Gen. Forward
19,Jy Simpkin,North Melbourne,28.0,26.0,2.0,0.93,0.07,9.0,1.0,3.0,Mid-Forward
19,Luke Davies-Uniacke,North Melbourne,26.0,12.0,14.0,0.46,0.54,5.0,0.0,3.0,Midfielder
19,Luke Parker,North Melbourne,14.0,8.0,6.0,0.57,0.43,2.0,0.0,2.0,Midfielder
19,Paul Curtis,North Melbourne,6.0,5.0,1.0,0.83,0.17,3.0,0.0,6.0,Gen. Forward
19,Riley Hardeman,North Melbourne,18.0,11.0,7.0,0.61,0.39,7.0,0.0,0.0,Gen. Defender
19,Toby Pink,North Melbourne,8.0,3.0,5.0,0.38,0.62,2.0,0.0,2.0,Key Defender
19,Tom Powell,North Melbourne,24.0,8.0,16.0,0.33,0.67,3.0,0.0,5.0,Midfielder
19,Wil Dawson,North Melbourne,4.0,3.0,1.0,0.75,0.25,3.0,0.0,3.0,Key Defender
19,Will Phillips,North Melbourne,17.0,3.0,14.0,0.18,0.82,3.0,0.0,7.0,Midfielder
19,Zac Banch,North Melbourne,,,,,,,,,Gen. Forward
20,Brynn Teakle,North Melbourne,13.0,7.0,6.0,0.54,0.46,1.0,0.0,3.0,Ruck
20,Caleb Daniel,North Melbourne,18.0,11.0,7.0,0.61,0.39,1.0,0.0,4.0,Gen. Defender
20,Cameron Zurhaar,North Melbourne,10.0,10.0,0.0,1.0,0.0,3.0,3.0,2.0,Gen. Forward
20,Charlie Comben,North Melbourne,13.0,9.0,4.0,0.69,0.31,7.0,0.0,1.0,Key Defender
20,Colby McKercher,North Melbourne,32.0,21.0,11.0,0.66,0.34,6.0,0.0,1.0,Gen. Defender
20,Dylan Stephens,North Melbourne,17.0,8.0,9.0,0.47,0.53,7.0,0.0,0.0,Midfielder
20,Finn O'Sullivan,North Melbourne,16.0,4.0,12.0,0.25,0.75,3.0,0.0,6.0,Gen. Defender
20,Finnbar Maley,North Melbourne,8.0,5.0,3.0,0.62,0.38,4.0,1.0,1.0,Key Forward
20,Griffin Logue,North Melbourne,13.0,5.0,8.0,0.38,0.62,3.0,0.0,0.0,Key Defender
20,Harry Sheezel,North Melbourne,27.0,15.0,12.0,0.56,0.44,7.0,0.0,5.0,Mid-Forward
20,Jack Darling,North Melbourne,11.0,6.0,5.0,0.55,0.45,4.0,1.0,2.0,Key Forward
20,Jacob Konstanty,North Melbourne,,,,,,,,,Gen. Forward
20,Jy Simpkin,North Melbourne,24.0,14.0,10.0,0.58,0.42,7.0,0.0,3.0,Mid-Forward
20,Luke Davies-Uniacke,North Melbourne,21.0,8.0,13.0,0.38,0.62,2.0,0.0,7.0,Midfielder
20,Luke Parker,North Melbourne,31.0,17.0,14.0,0.55,0.45,3.0,0.0,5.0,Midfielder
20,Paul Curtis,North Melbourne,9.0,6.0,3.0,0.67,0.33,5.0,2.0,3.0,Gen. Forward
20,Riley Hardeman,North Melbourne,19.0,10.0,9.0,0.53,0.47,8.0,0.0,0.0,Gen. Defender
20,Robert Hansen Jr,North Melbourne,,,,,,,,,Mid-Forward
20,Toby Pink,North Melbourne,15.0,13.0,2.0,0.87,0.13,6.0,0.0,2.0,Key Defender
20,Tom Powell,North Melbourne,24.0,13.0,11.0,0.54,0.46,7.0,0.0,8.0,Midfielder
20,Wil Dawson,North Melbourne,7.0,6.0,1.0,0.86,0.14,4.0,0.0,2.0,Key Defender
20,Zac Banch,North Melbourne,10.0,4.0,6.0,0.4,0.6,6.0,0.0,0.0,Gen. Forward
20,Zane Duursma,North Melbourne,12.0,7.0,5.0,0.58,0.42,5.0,0.0,0.0,Gen. Forward
21,Brynn Teakle,North Melbourne,7.0,4.0,3.0,0.57,0.43,4.0,0.0,4.0,Ruck
21,Caleb Daniel,North Melbourne,32.0,19.0,13.0,0.59,0.41,8.0,0.0,2.0,Gen. Defender
21,Cameron Zurhaar,North Melbourne,10.0,10.0,0.0,1.0,0.0,8.0,2.0,0.0,Gen. Forward
21,Charlie Comben,North Melbourne,14.0,8.0,6.0,0.57,0.43,4.0,0.0,0.0,Key Defender
21,Colby McKercher,North Melbourne,36.0,28.0,8.0,0.78,0.22,8.0,1.0,1.0,Gen. Defender
21,Cooper Harvey,North Melbourne,9.0,8.0,1.0,0.89,0.11,4.0,0.0,0.0,Gen. Forward
21,Dylan Stephens,North Melbourne,20.0,12.0,8.0,0.6,0.4,6.0,0.0,0.0,Midfielder
21,Finn O'Sullivan,North Melbourne,18.0,10.0,8.0,0.56,0.44,7.0,0.0,0.0,Gen. Defender
21,George Wardlaw,North Melbourne,17.0,9.0,8.0,0.53,0.47,3.0,1.0,6.0,Midfielder
21,Griffin Logue,North Melbourne,12.0,4.0,8.0,0.33,0.67,5.0,0.0,1.0,Key Defender
21,Harry Sheezel,North Melbourne,33.0,17.0,16.0,0.52,0.48,5.0,1.0,3.0,Mid-Forward
21,Jack Darling,North Melbourne,14.0,12.0,2.0,0.86,0.14,5.0,1.0,3.0,Key Forward
21,Jacob Konstanty,North Melbourne,12.0,6.0,6.0,0.5,0.5,2.0,0.0,1.0,Gen. Forward
21,Luke Davies-Uniacke,North Melbourne,21.0,11.0,10.0,0.52,0.48,6.0,1.0,5.0,Midfielder
21,Luke Parker,North Melbourne,17.0,9.0,8.0,0.53,0.47,3.0,0.0,3.0,Midfielder
21,Nick Larkey,North Melbourne,7.0,5.0,2.0,0.71,0.29,8.0,3.0,0.0,Key Forward
21,Paul Curtis,North Melbourne,10.0,7.0,3.0,0.7,0.3,4.0,0.0,6.0,Gen. Forward
21,Riley Hardeman,North Melbourne,14.0,9.0,5.0,0.64,0.36,8.0,0.0,1.0,Gen. Defender
21,Robert Hansen Jr,North Melbourne,,,,,,,,,Mid-Forward
21,Toby Pink,North Melbourne,15.0,9.0,6.0,0.6,0.4,5.0,0.0,1.0,Key Defender
21,Tom Powell,North Melbourne,24.0,11.0,13.0,0.46,0.54,6.0,0.0,5.0,Midfielder
21,Zac Banch,North Melbourne,,,,,,,,,Gen. Forward
21,Zane Duursma,North Melbourne,8.0,4.0,4.0,0.5,0.5,6.0,0.0,0.0,Gen. Forward
22,Bailey Scott,North Melbourne,6.0,3.0,3.0,0.5,0.5,2.0,0.0,1.0,Midfielder
22,Brynn Teakle,North Melbourne,4.0,2.0,2.0,0.5,0.5,1.0,0.0,4.0,Ruck
22,Caleb Daniel,North Melbourne,23.0,16.0,7.0,0.7,0.3,2.0,0.0,1.0,Gen. Defender
22,Cameron Zurhaar,North Melbourne,10.0,8.0,2.0,0.8,0.2,5.0,0.0,4.0,Gen. Forward
22,Charlie Comben,North Melbourne,14.0,9.0,5.0,0.64,0.36,10.0,0.0,1.0,Key Defender
22,Colby McKercher,North Melbourne,27.0,23.0,4.0,0.85,0.15,4.0,1.0,1.0,Gen. Defender
22,Cooper Harvey,North Melbourne,9.0,7.0,2.0,0.78,0.22,5.0,2.0,4.0,Gen. Forward
22,Cooper Trembath,North Melbourne,6.0,4.0,2.0,0.67,0.33,2.0,3.0,1.0,Key Forward
22,Dylan Stephens,North Melbourne,14.0,8.0,6.0,0.57,0.43,6.0,1.0,1.0,Midfielder
22,Finn O'Sullivan,North Melbourne,15.0,9.0,6.0,0.6,0.4,6.0,0.0,2.0,Gen. Defender
22,Geordie Payne,North Melbourne,6.0,2.0,4.0,0.33,0.67,1.0,1.0,3.0,Gen. Forward
22,George Wardlaw,North Melbourne,18.0,12.0,6.0,0.67,0.33,3.0,0.0,11.0,Midfielder
22,Griffin Logue,North Melbourne,13.0,7.0,6.0,0.54,0.46,4.0,0.0,1.0,Key Defender
22,Harry Sheezel,North Melbourne,31.0,14.0,17.0,0.45,0.55,7.0,0.0,4.0,Mid-Forward
22,Jack Darling,North Melbourne,9.0,8.0,1.0,0.89,0.11,3.0,3.0,3.0,Key Forward
22,Jacob Konstanty,North Melbourne,6.0,2.0,4.0,0.33,0.67,0.0,0.0,5.0,Gen. Forward
22,Luke Davies-Uniacke,North Melbourne,20.0,12.0,8.0,0.6,0.4,5.0,0.0,5.0,Midfielder
22,Luke Parker,North Melbourne,29.0,19.0,10.0,0.66,0.34,6.0,1.0,5.0,Midfielder
22,Riley Hardeman,North Melbourne,,,,,,,,,Gen. Defender
22,Toby Pink,North Melbourne,5.0,4.0,1.0,0.8,0.2,3.0,0.0,2.0,Key Defender
22,Tom Powell,North Melbourne,11.0,8.0,3.0,0.73,0.27,1.0,0.0,2.0,Midfielder
22,Tristan Xerri,North Melbourne,11.0,3.0,8.0,0.27,0.73,0.0,0.0,7.0,Ruck
22,Zane Duursma,North Melbourne,8.0,6.0,2.0,0.75,0.25,5.0,0.0,0.0,Gen. Forward
23,Bailey Scott,North Melbourne,17.0,11.0,6.0,0.65,0.35,6.0,0.0,0.0,Midfielder
23,Caleb Daniel,North Melbourne,25.0,13.0,12.0,0.52,0.48,2.0,0.0,1.0,Gen. Defender
23,Cameron Zurhaar,North Melbourne,,,,,,,,,Gen. Forward
23,Charlie Comben,North Melbourne,12.0,6.0,6.0,0.5,0.5,4.0,0.0,0.0,Key Defender
23,Colby McKercher,North Melbourne,29.0,20.0,9.0,0.69,0.31,1.0,0.0,2.0,Gen. Defender
23,Cooper Harvey,North Melbourne,4.0,1.0,3.0,0.25,0.75,1.0,0.0,2.0,Gen. Forward
23,Cooper Trembath,North Melbourne,9.0,5.0,4.0,0.56,0.44,4.0,3.0,1.0,Key Forward
23,Dylan Stephens,North Melbourne,22.0,11.0,11.0,0.5,0.5,3.0,0.0,2.0,Midfielder
23,Finn O'Sullivan,North Melbourne,21.0,12.0,9.0,0.57,0.43,3.0,0.0,3.0,Gen. Defender
23,Geordie Payne,North Melbourne,8.0,4.0,4.0,0.5,0.5,1.0,2.0,1.0,Gen. Forward
23,George Wardlaw,North Melbourne,25.0,12.0,13.0,0.48,0.52,1.0,0.0,2.0,Midfielder
23,Griffin Logue,North Melbourne,16.0,6.0,10.0,0.38,0.62,8.0,1.0,1.0,Key Defender
23,Harry Sheezel,North Melbourne,54.0,25.0,29.0,0.46,0.54,7.0,2.0,5.0,Mid-Forward
23,Jack Darling,North Melbourne,10.0,5.0,5.0,0.5,0.5,3.0,1.0,2.0,Key Forward
23,Jacob Konstanty,North Melbourne,12.0,7.0,5.0,0.58,0.42,2.0,1.0,4.0,Gen. Forward
23,Jy Simpkin,North Melbourne,24.0,14.0,10.0,0.58,0.42,4.0,1.0,2.0,Mid-Forward
23,Luke Davies-Uniacke,North Melbourne,40.0,18.0,22.0,0.45,0.55,9.0,1.0,7.0,Midfielder
23,Luke Parker,North Melbourne,30.0,12.0,18.0,0.4,0.6,5.0,0.0,5.0,Midfielder
23,Matt Whitlock,North Melbourne,,,,,,,,,Key Defender
23,Paul Curtis,North Melbourne,15.0,7.0,8.0,0.47,0.53,5.0,5.0,3.0,Gen. Forward
23,Toby Pink,North Melbourne,10.0,7.0,3.0,0.7,0.3,6.0,0.0,0.0,Key Defender
23,Tom Powell,North Melbourne,22.0,10.0,12.0,0.45,0.55,5.0,1.0,3.0,Midfielder
23,Tristan Xerri,North Melbourne,22.0,3.0,19.0,0.14,0.86,1.0,0.0,18.0,Ruck
24,Aidan Corr,North Melbourne,4.0,2.0,2.0,0.5,0.5,0.0,0.0,2.0,Key Defender
24,Bailey Scott,North Melbourne,10.0,8.0,2.0,0.8,0.2,3.0,1.0,1.0,Midfielder
24,Caleb Daniel,North Melbourne,22.0,17.0,5.0,0.77,0.23,4.0,0.0,1.0,Gen. Defender
24,Charlie Comben,North Melbourne,12.0,6.0,6.0,0.5,0.5,6.0,0.0,0.0,Key Defender
